[206045465, 237134557, 98501963, 193035196, 7380439]
[93013133, 79078986, 20365635, 126967462, 24797788]
[206045465, 237134557, 98501963, 193035196, 127476587, 196138099]
[206045465, 25751687, 125958478, 78296307, 75256724, 169560590]
[206045465, 25751687, 125958478, 194460356, 135388072, 208921886]
[93013133, 79078986, 20365635, 126967462, 25300725]
[93013133, 79078986, 27477927, 85043021, 84166967, 158633584]
[93013133, 79078986, 20365635, 126967462, 179682725, 136298258]
[93013133, 79078986, 20365635, 126967462, 179682725, 17983093]
[206045465, 25751687, 125958478, 194460356, 135388072, 163883679]
[93013133, 79078986, 27477927, 85043021, 236177433, 209622285]
[93013133, 79078986, 20365635, 126967462, 12199380]
[206045465, 237134557, 98501963, 193035196, 127476587, 202529981]
[206045465, 237134557, 98501963, 193035196, 86116500, 223594235]
[93013133, 79078986, 27477927, 85043021, 84166967, 27283325]
[206045465, 25751687, 125958478, 194460356, 135388072, 138347229]
[93013133, 79078986, 20365635, 126967462, 179682725, 59386035]
[206045465, 237134557, 98501963, 193035196, 217614723, 118010690]
[206045465, 237134557, 98501963, 193035196, 86116500, 56940973]
[206045465, 25751687, 125958478, 194460356, 135388072, 202686042]
[93013133, 79078986, 27477927, 85043021, 236177433, 138603598]
[206045465, 25751687, 125958478, 194460356, 135388072, 200180634]
[206045465, 237134557, 98501963, 193035196, 86116500, 103992501]
[206045465, 237134557, 98501963, 193035196, 86116500, 44211900]
[93013133, 79078986, 27477927, 85043021, 84166967, 14217428]
[93013133, 79078986, 27477927, 85043021, 84166967, 197931566]
[206045465, 237134557, 98501963, 193035196, 86116500, 31879649]
[206045465, 237134557, 98501963, 193035196, 217614723, 84434320]
[93013133, 79078986, 20365635, 126967462, 167482992]
[206045465, 25751687, 125958478, 78296307, 75256724, 63537973]
[93013133, 79078986, 20365635, 126967462, 179682725, 34761656]
[206045465, 25751687, 125958478, 78296307, 75256724, 198621912]
[206045465, 237134557, 98501963, 193035196, 217614723, 208952341]
[206045465, 237134557, 98501963, 193035196, 127476587, 165040564]
[206045465, 25751687, 125958478, 78296307, 75256724, 227102174]
[206045465, 237134557, 98501963, 193035196, 217614723, 2653085]
[206045465, 25751687, 125958478, 78296307, 75256724, 226236303]
[206045465, 237134557, 98501963, 193035196, 217614723, 209376128]
[93013133, 79078986, 27477927, 85043021, 236177433, 199233678]
[93013133, 79078986, 20365635, 126967462, 179682725, 77199868]
[206045465, 237134557, 98501963, 193035196, 127476587, 33346459]
[93013133, 79078986, 20365635, 126967462, 143302020]
[206045465, 25751687, 125958478, 78296307, 75256724, 144172641]
[206045465, 25751687, 125958478, 194460356, 135388072, 52038821]
[93013133, 79078986, 20365635, 126967462, 66414610]
[93013133, 79078986, 27477927, 85043021, 236177433, 8993301]
[206045465, 25751687, 125958478, 194460356, 135388072, 16336525]
[93013133, 79078986, 20365635, 126967462, 179682725, 67703018]
[206045465, 237134557, 98501963, 193035196, 127476587, 223859271]
[93013133, 79078986, 20365635, 126967462, 179682725, 119438889]
[93013133, 79078986, 20365635, 126967462, 158443881]
[93013133, 79078986, 20365635, 126967462, 11492619]
[206045465, 237134557, 98501963, 193035196, 86116500, 129944372]
[206045465, 237134557, 98501963, 193035196, 7380439, 15650496]
[206045465, 237134557, 98501963, 193035196, 7380439, 218582627]
[93013133, 79078986, 27477927, 85043021, 236177433, 203310473]
[93013133, 79078986, 27477927, 85043021, 84166967, 172147166]
[93013133, 79078986, 20365635, 126967462, 100070547]
[93013133, 79078986, 20365635, 126967462, 73145226]
[93013133, 79078986, 27477927, 85043021, 84166967, 158984898]
[93013133, 79078986, 27477927, 85043021, 84166967, 110060717]
[206045465, 237134557, 98501963, 193035196, 217614723, 207464819]
[206045465, 25751687, 125958478, 194460356, 135388072, 65387301]
[206045465, 237134557, 98501963, 193035196, 217614723, 17585992]
[206045465, 25751687, 125958478, 194460356, 135388072, 48366748]
[93013133, 79078986, 27477927, 85043021, 84166967, 113319347]
[206045465, 237134557, 98501963, 193035196, 7380439, 111141143]
[93013133, 79078986, 20365635, 126967462, 179682725, 24762234]
[93013133, 79078986, 27477927, 85043021, 84166967, 146603135]
[206045465, 237134557, 98501963, 193035196, 217614723, 158624170]
[93013133, 79078986, 20365635, 126967462, 179682725, 151670196]
[206045465, 25751687, 125958478, 194460356, 135388072, 19756699]
[206045465, 237134557, 98501963, 193035196, 86116500, 36090854]
[206045465, 237134557, 98501963, 193035196, 86116500, 11510029]
[206045465, 237134557, 98501963, 193035196, 217614723, 242712511]
[206045465, 237134557, 98501963, 193035196, 86116500, 203260825]
[206045465, 237134557, 98501963, 193035196, 127476587, 225869707]
[206045465, 237134557, 98501963, 193035196, 217614723, 203986212]
[206045465, 25751687, 125958478, 78296307, 75256724, 74867438]
[206045465, 25751687, 125958478, 194460356, 135388072, 148179308]
[206045465, 237134557, 98501963, 193035196, 127476587, 86386244]
[93013133, 79078986, 20365635, 126967462, 93152268]
[93013133, 79078986, 27477927, 85043021, 236177433, 56768468]
[206045465, 237134557, 98501963, 193035196, 86116500, 24926819]
[206045465, 237134557, 98501963, 193035196, 127476587, 208002797]
[206045465, 237134557, 98501963, 193035196, 86116500, 56046362]
[206045465, 25751687, 125958478, 194460356, 135388072, 36364688]
[206045465, 25751687, 125958478, 194460356, 135388072, 156260904]
[93013133, 79078986, 27477927, 85043021, 236177433, 90751560]
[206045465, 25751687, 125958478, 78296307, 75256724, 41574064]
[93013133, 79078986, 20365635, 126967462, 179682725, 188864087]
[206045465, 237134557, 98501963, 193035196, 86116500, 191344561]
[206045465, 25751687, 125958478, 78296307, 75256724, 146894321]
[93013133, 79078986, 27477927, 85043021, 236177433, 248227253]
[93013133, 79078986, 20365635, 126967462, 87952533]
[206045465, 237134557, 98501963, 193035196, 217614723, 17068985]
[93013133, 79078986, 20365635, 126967462, 179682725, 137197655]
[206045465, 237134557, 98501963, 193035196, 217614723, 118356029]
[93013133, 79078986, 20365635, 126967462, 179682725, 14324915]
[206045465, 237134557, 98501963, 193035196, 217614723, 136214763]
[206045465, 237134557, 98501963, 193035196, 86116500, 87829625]
[93013133, 79078986, 27477927, 85043021, 84166967, 65448417]
[206045465, 237134557, 98501963, 193035196, 127476587, 219022424]
[93013133, 79078986, 20365635, 126967462, 11077007]
[93013133, 79078986, 20365635, 126967462, 222332822]
[93013133, 79078986, 27477927, 85043021, 236177433, 139368583]
[93013133, 79078986, 20365635, 126967462, 118005940]
[206045465, 237134557, 98501963, 193035196, 7380439, 126688612]
[206045465, 25751687, 125958478, 78296307, 75256724, 39810201]
[93013133, 79078986, 20365635, 126967462, 179682725, 89308147]
[206045465, 237134557, 98501963, 193035196, 86116500, 26491415]
[206045465, 25751687, 125958478, 194460356, 135388072, 55935427]
[206045465, 25751687, 125958478, 194460356, 135388072, 175446570]
[206045465, 237134557, 98501963, 193035196, 86116500, 80560703]
[93013133, 79078986, 27477927, 85043021, 236177433, 222609470]
[206045465, 237134557, 98501963, 193035196, 86116500, 116425864]
[93013133, 79078986, 27477927, 85043021, 236177433, 87589645]
[93013133, 79078986, 27477927, 85043021, 84166967, 158648696]
[206045465, 25751687, 125958478, 78296307, 75256724, 152577084]
[93013133, 79078986, 27477927, 85043021, 236177433, 231610882]
[206045465, 237134557, 98501963, 193035196, 127476587, 241450155]
[206045465, 237134557, 98501963, 193035196, 217614723, 131965669]
[93013133, 79078986, 20365635, 126967462, 179682725, 29853649]
[206045465, 237134557, 98501963, 193035196, 7380439, 86136031]
[206045465, 25751687, 125958478, 78296307, 75256724, 15996040]
[93013133, 79078986, 27477927, 85043021, 236177433, 237967163]
[206045465, 25751687, 125958478, 194460356, 135388072, 35770400]
[206045465, 25751687, 125958478, 194460356, 135388072, 140238986]
[93013133, 79078986, 27477927, 85043021, 236177433, 223614006]
[93013133, 79078986, 27477927, 85043021, 84166967, 71904391]
[206045465, 237134557, 98501963, 193035196, 86116500, 112277378]
[93013133, 79078986, 20365635, 126967462, 179682725, 47483505]
[93013133, 79078986, 20365635, 126967462, 85570944]
[93013133, 79078986, 20365635, 126967462, 179682725, 30379985]
[93013133, 79078986, 20365635, 126967462, 179682725, 70101260]
[93013133, 79078986, 27477927, 85043021, 84166967, 134284023]
[206045465, 237134557, 98501963, 193035196, 217614723, 171492257]
[206045465, 25751687, 125958478, 78296307, 75256724, 232751108]
[206045465, 237134557, 98501963, 193035196, 86116500, 1518499]
[93013133, 79078986, 20365635, 126967462, 36956234]
[206045465, 237134557, 98501963, 193035196, 7380439, 4051322]
[93013133, 79078986, 20365635, 126967462, 179682725, 73219795]
[206045465, 237134557, 98501963, 193035196, 86116500, 218973934]
[206045465, 237134557, 98501963, 193035196, 217614723, 64702444]
[93013133, 79078986, 27477927, 85043021, 236177433, 223970326]
[93013133, 79078986, 27477927, 85043021, 236177433, 98898572]
[93013133, 79078986, 27477927, 85043021, 236177433, 220722957]
[206045465, 237134557, 98501963, 193035196, 127476587, 38281]
[93013133, 79078986, 27477927, 85043021, 236177433, 219723798]
[206045465, 237134557, 98501963, 193035196, 217614723, 35066982]
[206045465, 25751687, 125958478, 194460356, 135388072, 41325623]
[93013133, 79078986, 20365635, 126967462, 179682725, 97381659]
[206045465, 237134557, 98501963, 193035196, 86116500, 235566187]
[206045465, 237134557, 98501963, 193035196, 217614723, 248898711]
[206045465, 25751687, 125958478, 78296307, 75256724, 85390311]
[206045465, 25751687, 125958478, 194460356, 135388072, 22793725]
[93013133, 79078986, 27477927, 85043021, 84166967, 90949078]
[206045465, 25751687, 125958478, 194460356, 135388072, 15436012]
[206045465, 237134557, 98501963, 193035196, 7380439, 27102950]
[93013133, 79078986, 20365635, 126967462, 179682725, 242894447]
[93013133, 79078986, 20365635, 126967462, 179682725, 87004640]
[206045465, 237134557, 98501963, 193035196, 7380439, 173686365]
[206045465, 25751687, 125958478, 78296307, 75256724, 91148647]
[206045465, 237134557, 98501963, 193035196, 127476587, 189810639]
[93013133, 79078986, 20365635, 126967462, 179682725, 94525171]
[93013133, 79078986, 20365635, 126967462, 179682725, 208290902]
[206045465, 237134557, 98501963, 193035196, 217614723, 243677899]
[93013133, 79078986, 27477927, 85043021, 236177433, 57065152]
[206045465, 25751687, 125958478, 194460356, 135388072, 151195380]
[93013133, 79078986, 20365635, 126967462, 179682725, 35042652]
[206045465, 237134557, 98501963, 193035196, 127476587, 116359660]
[206045465, 237134557, 98501963, 193035196, 217614723, 107267218]
[206045465, 237134557, 98501963, 193035196, 7380439, 218298151]
[93013133, 79078986, 20365635, 126967462, 58308004]
[206045465, 25751687, 125958478, 194460356, 135388072, 9966989]
[206045465, 25751687, 125958478, 194460356, 135388072, 231999069]
[206045465, 237134557, 98501963, 193035196, 217614723, 178554028]
[206045465, 237134557, 98501963, 193035196, 127476587, 247949288]
[206045465, 237134557, 98501963, 193035196, 217614723, 207415565]
[206045465, 25751687, 125958478, 78296307, 75256724, 86966886]
[93013133, 79078986, 27477927, 85043021, 236177433, 227984355]
[93013133, 79078986, 20365635, 126967462, 155333491]
[206045465, 237134557, 98501963, 193035196, 86116500, 100073766]
[93013133, 79078986, 27477927, 85043021, 236177433, 206760758]
[93013133, 79078986, 27477927, 85043021, 84166967, 177583284]
[206045465, 25751687, 125958478, 78296307, 75256724, 96990637]
[206045465, 237134557, 98501963, 193035196, 7380439, 167829118]
[93013133, 79078986, 20365635, 126967462, 23305374]
[206045465, 237134557, 98501963, 193035196, 7380439, 59430405]
[206045465, 237134557, 98501963, 193035196, 7380439, 36182359]
[93013133, 79078986, 20365635, 126967462, 3839819]
[206045465, 237134557, 98501963, 193035196, 86116500, 179724462]
[206045465, 237134557, 98501963, 193035196, 217614723, 215911313]
[206045465, 237134557, 98501963, 193035196, 217614723, 67064107]
[93013133, 79078986, 20365635, 126967462, 78319790]
[93013133, 79078986, 27477927, 85043021, 84166967, 161683649]
[206045465, 25751687, 125958478, 78296307, 75256724, 228350429]
[93013133, 79078986, 20365635, 126967462, 179682725, 128323450]
[93013133, 79078986, 20365635, 126967462, 179682725, 61269882]
[206045465, 25751687, 125958478, 78296307, 75256724, 52305953]
[93013133, 79078986, 20365635, 126967462, 96803650]
[93013133, 79078986, 27477927, 85043021, 84166967, 97600478]
[206045465, 25751687, 125958478, 194460356, 135388072, 156843980]
[206045465, 25751687, 125958478, 78296307, 75256724, 219683540]
[206045465, 25751687, 125958478, 78296307, 75256724, 220063532]
[206045465, 237134557, 98501963, 193035196, 86116500, 144723386]
[93013133, 79078986, 20365635, 126967462, 82747851]
[93013133, 79078986, 20365635, 126967462, 179682725, 31481418]
[206045465, 237134557, 98501963, 193035196, 7380439, 161890111]
[206045465, 25751687, 125958478, 194460356, 135388072, 39679843]
[206045465, 25751687, 125958478, 194460356, 135388072, 79224366]
[206045465, 237134557, 98501963, 193035196, 86116500, 13898959]
[206045465, 25751687, 125958478, 78296307, 75256724, 168142055]
[206045465, 237134557, 98501963, 193035196, 86116500, 234007448]
[93013133, 79078986, 27477927, 85043021, 84166967, 127441739]
[93013133, 79078986, 20365635, 126967462, 179682725, 187996155]
[206045465, 237134557, 98501963, 193035196, 7380439, 223796501]
[93013133, 79078986, 20365635, 126967462, 179682725, 60659932]
[93013133, 79078986, 27477927, 85043021, 236177433, 129304934]
[93013133, 79078986, 20365635, 126967462, 179682725, 185210105]
[93013133, 79078986, 20365635, 126967462, 14671278]
[206045465, 237134557, 98501963, 193035196, 127476587, 58421867]
[206045465, 237134557, 98501963, 193035196, 127476587, 149559198]
[93013133, 79078986, 20365635, 126967462, 179682725, 60799722]
[206045465, 237134557, 98501963, 193035196, 217614723, 136833993]
[206045465, 237134557, 98501963, 193035196, 217614723, 86033031]
[206045465, 25751687, 125958478, 194460356, 135388072, 245322908]
[93013133, 79078986, 27477927, 85043021, 84166967, 148553958]
[206045465, 237134557, 98501963, 193035196, 86116500, 35273138]
[93013133, 79078986, 20365635, 126967462, 172928759]
[93013133, 79078986, 27477927, 85043021, 236177433, 112627803]
[206045465, 237134557, 98501963, 193035196, 7380439, 156914977]
[93013133, 79078986, 20365635, 126967462, 38497046]
[93013133, 79078986, 20365635, 126967462, 93238856]
[206045465, 237134557, 98501963, 193035196, 86116500, 9553647]
[206045465, 25751687, 125958478, 78296307, 75256724, 155017929]
[206045465, 237134557, 98501963, 193035196, 86116500, 125293090]
[93013133, 79078986, 20365635, 126967462, 69042825]
[206045465, 237134557, 98501963, 193035196, 86116500, 48403393]
[93013133, 79078986, 20365635, 126967462, 179682725, 18596278]
[206045465, 25751687, 125958478, 78296307, 75256724, 202688104]
[206045465, 237134557, 98501963, 193035196, 217614723, 121436161]
[206045465, 25751687, 125958478, 194460356, 135388072, 211331328]
[206045465, 237134557, 98501963, 193035196, 127476587, 214233408]
[93013133, 79078986, 20365635, 126967462, 179682725, 83496107]
[206045465, 25751687, 125958478, 78296307, 75256724, 46539306]
[93013133, 79078986, 20365635, 126967462, 154335758]
[93013133, 79078986, 27477927, 85043021, 236177433, 59102598]
[93013133, 79078986, 27477927, 85043021, 84166967, 73120881]
[206045465, 25751687, 125958478, 78296307, 75256724, 189587011]
[93013133, 79078986, 20365635, 126967462, 179682725, 144800338]
[206045465, 237134557, 98501963, 193035196, 7380439, 91903486]
[206045465, 25751687, 125958478, 194460356, 135388072, 30126348]
[93013133, 79078986, 27477927, 85043021, 236177433, 202458985]
[206045465, 237134557, 98501963, 193035196, 86116500, 22156420]
[206045465, 25751687, 125958478, 194460356, 135388072, 145546204]
[206045465, 237134557, 98501963, 193035196, 217614723, 170407860]
[206045465, 25751687, 125958478, 78296307, 75256724, 28556259]
[206045465, 237134557, 98501963, 193035196, 127476587, 247355616]
[206045465, 237134557, 98501963, 193035196, 7380439, 45601316]
[93013133, 79078986, 20365635, 126967462, 95895305]
[206045465, 237134557, 98501963, 193035196, 217614723, 96261673]
[93013133, 79078986, 27477927, 85043021, 236177433, 178250994]
[93013133, 79078986, 27477927, 85043021, 84166967, 37938074]
[206045465, 25751687, 125958478, 78296307, 75256724, 191085841]
[206045465, 237134557, 98501963, 193035196, 127476587, 9623010]
[206045465, 237134557, 98501963, 193035196, 127476587, 122473506]
[93013133, 79078986, 20365635, 126967462, 179682725, 58778743]
[93013133, 79078986, 27477927, 85043021, 236177433, 147355676]
[93013133, 79078986, 20365635, 126967462, 89188843]
[206045465, 237134557, 98501963, 193035196, 217614723, 170028541]
[206045465, 237134557, 98501963, 193035196, 217614723, 89542861]
[93013133, 79078986, 20365635, 126967462, 179682725, 230951581]
[93013133, 79078986, 20365635, 126967462, 209126868]
[93013133, 79078986, 27477927, 85043021, 84166967, 86602081]
[206045465, 237134557, 98501963, 193035196, 86116500, 178882070]
[93013133, 79078986, 27477927, 85043021, 236177433, 41078589]
[206045465, 237134557, 98501963, 193035196, 127476587, 77873085]
[93013133, 79078986, 20365635, 126967462, 179682725, 208282664]
[93013133, 79078986, 27477927, 85043021, 84166967, 134907198]
[206045465, 237134557, 98501963, 193035196, 217614723, 44759016]
[206045465, 25751687, 125958478, 78296307, 75256724, 105853154]
[206045465, 237134557, 98501963, 193035196, 86116500, 120581286]
[93013133, 79078986, 20365635, 126967462, 179682725, 138299342]
[206045465, 237134557, 98501963, 193035196, 86116500, 245689441]
[206045465, 237134557, 98501963, 193035196, 7380439, 242255024]
[206045465, 237134557, 98501963, 193035196, 7380439, 107285355]
[93013133, 79078986, 20365635, 126967462, 99328655]
[206045465, 237134557, 98501963, 193035196, 86116500, 182169321]
[206045465, 237134557, 98501963, 193035196, 127476587, 184741622]
[206045465, 25751687, 125958478, 78296307, 75256724, 194528131]
[206045465, 237134557, 98501963, 193035196, 217614723, 221317412]
[93013133, 79078986, 20365635, 126967462, 179682725, 46050622]
[206045465, 25751687, 125958478, 194460356, 135388072, 183111226]
[93013133, 79078986, 20365635, 126967462, 179682725, 129941709]
[93013133, 79078986, 20365635, 126967462, 103905073]
[93013133, 79078986, 20365635, 126967462, 179682725, 72458798]
[206045465, 237134557, 98501963, 193035196, 86116500, 7756033]
[206045465, 237134557, 98501963, 193035196, 217614723, 183739123]
[206045465, 237134557, 98501963, 193035196, 127476587, 33345851]
[93013133, 79078986, 20365635, 126967462, 179682725, 159356430]
[206045465, 237134557, 98501963, 193035196, 127476587, 40349704]
[206045465, 25751687, 125958478, 194460356, 135388072, 57714075]
[206045465, 237134557, 98501963, 193035196, 217614723, 92143763]
[206045465, 25751687, 125958478, 78296307, 75256724, 241787178]
[93013133, 79078986, 20365635, 126967462, 179682725, 217009077]
[206045465, 237134557, 98501963, 193035196, 7380439, 86585683]
[206045465, 237134557, 98501963, 193035196, 86116500, 19993903]
[206045465, 25751687, 125958478, 78296307, 75256724, 161919925]
[206045465, 237134557, 98501963, 193035196, 127476587, 135445636]
[93013133, 79078986, 20365635, 126967462, 72056628]
[206045465, 237134557, 98501963, 193035196, 86116500, 74364810]
[206045465, 25751687, 125958478, 78296307, 75256724, 179748354]
[206045465, 25751687, 125958478, 194460356, 135388072, 125976356]
[206045465, 25751687, 125958478, 78296307, 75256724, 40117785]
[93013133, 79078986, 20365635, 126967462, 179682725, 103877430]
[93013133, 79078986, 20365635, 126967462, 147724638]
[206045465, 237134557, 98501963, 193035196, 7380439, 126127656]
[93013133, 79078986, 20365635, 126967462, 144901455]
[206045465, 237134557, 98501963, 193035196, 217614723, 233400301]
[206045465, 237134557, 98501963, 193035196, 86116500, 243851802]
[206045465, 237134557, 98501963, 193035196, 217614723, 222309450]
[206045465, 237134557, 98501963, 193035196, 86116500, 174749187]
[206045465, 237134557, 98501963, 193035196, 86116500, 189112170]
[206045465, 237134557, 98501963, 193035196, 7380439, 113952181]
[93013133, 79078986, 20365635, 126967462, 179682725, 114898305]
[206045465, 25751687, 125958478, 194460356, 135388072, 183602969]
[206045465, 237134557, 98501963, 193035196, 217614723, 18717001]
[206045465, 25751687, 125958478, 78296307, 75256724, 100882636]
[206045465, 237134557, 98501963, 193035196, 127476587, 131238563]
[93013133, 79078986, 27477927, 85043021, 84166967, 187678710]
[93013133, 79078986, 20365635, 126967462, 197681464]
[93013133, 79078986, 20365635, 126967462, 179682725, 187174052]
[206045465, 237134557, 98501963, 193035196, 217614723, 223026007]
[206045465, 237134557, 98501963, 193035196, 86116500, 203346419]
[206045465, 25751687, 125958478, 78296307, 75256724, 5768400]
[206045465, 237134557, 98501963, 193035196, 7380439, 161849269]
[206045465, 237134557, 98501963, 193035196, 217614723, 37485702]
[93013133, 79078986, 20365635, 126967462, 179682725, 215184829]
[206045465, 25751687, 125958478, 194460356, 135388072, 9829900]
[93013133, 79078986, 20365635, 126967462, 194702935]
[206045465, 237134557, 98501963, 193035196, 7380439, 20141920]
[206045465, 237134557, 98501963, 193035196, 217614723, 166686685]
[93013133, 79078986, 20365635, 126967462, 179682725, 183346210]
[93013133, 79078986, 20365635, 126967462, 179682725, 171505744]
[93013133, 79078986, 27477927, 85043021, 236177433, 235106117]
[206045465, 25751687, 125958478, 78296307, 75256724, 232825253]
[93013133, 79078986, 27477927, 85043021, 236177433, 213537059]
[206045465, 25751687, 125958478, 194460356, 135388072, 50660633]
[93013133, 79078986, 27477927, 85043021, 236177433, 248330152]
[93013133, 79078986, 27477927, 85043021, 84166967, 94310395]
[93013133, 79078986, 20365635, 126967462, 179682725, 176782214]
[206045465, 237134557, 98501963, 193035196, 86116500, 59719956]
[206045465, 25751687, 125958478, 194460356, 135388072, 213289208]
[206045465, 25751687, 125958478, 194460356, 135388072, 40243061]
[206045465, 25751687, 125958478, 194460356, 135388072, 119610231]
[93013133, 79078986, 27477927, 85043021, 236177433, 237710800]
[206045465, 237134557, 98501963, 193035196, 127476587, 46888062]
[206045465, 237134557, 98501963, 193035196, 86116500, 169999223]
[206045465, 237134557, 98501963, 193035196, 7380439, 32163081]
[93013133, 79078986, 27477927, 85043021, 236177433, 5042387]
[93013133, 79078986, 27477927, 85043021, 236177433, 244814155]
[206045465, 237134557, 98501963, 193035196, 217614723, 237974888]
[93013133, 79078986, 27477927, 85043021, 84166967, 10036671]
[206045465, 237134557, 98501963, 193035196, 127476587, 168108845]
[206045465, 25751687, 125958478, 78296307, 75256724, 163465025]
[93013133, 79078986, 27477927, 85043021, 236177433, 169568056]
[93013133, 79078986, 20365635, 126967462, 96672097]
[206045465, 237134557, 98501963, 193035196, 217614723, 66095876]
[206045465, 25751687, 125958478, 78296307, 75256724, 175080650]
[206045465, 25751687, 125958478, 194460356, 135388072, 11283076]
[206045465, 237134557, 98501963, 193035196, 217614723, 128653380]
[93013133, 79078986, 20365635, 126967462, 179682725, 247928407]
[93013133, 79078986, 27477927, 85043021, 84166967, 237224229]
[206045465, 25751687, 125958478, 194460356, 135388072, 136862735]
[206045465, 25751687, 125958478, 194460356, 135388072, 152502995]
[206045465, 237134557, 98501963, 193035196, 127476587, 29638237]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752]
[206045465, 237134557, 98501963, 193035196, 127476587, 29567652]
[206045465, 237134557, 98501963, 193035196, 86116500, 205322333]
[206045465, 237134557, 98501963, 193035196, 217614723, 105702733]
[206045465, 237134557, 98501963, 193035196, 217614723, 43516359]
[206045465, 237134557, 98501963, 193035196, 127476587, 94755667]
[206045465, 237134557, 98501963, 193035196, 86116500, 11996825]
[206045465, 237134557, 98501963, 193035196, 86116500, 162322717]
[206045465, 237134557, 98501963, 193035196, 127476587, 15331821]
[206045465, 25751687, 125958478, 78296307, 75256724, 162658107]
[206045465, 237134557, 98501963, 193035196, 7380439, 136503429]
[206045465, 25751687, 125958478, 194460356, 135388072, 86864309]
[206045465, 237134557, 98501963, 193035196, 86116500, 17635409]
[206045465, 237134557, 98501963, 193035196, 86116500, 213979429]
[93013133, 79078986, 20365635, 126967462, 179682725, 94482440]
[206045465, 25751687, 125958478, 194460356, 135388072, 241852390]
[93013133, 79078986, 27477927, 85043021, 236177433, 192659484]
[93013133, 79078986, 20365635, 126967462, 121596580]
[206045465, 25751687, 125958478, 78296307, 75256724, 40035054]
[206045465, 237134557, 98501963, 193035196, 7380439, 201445786]
[206045465, 237134557, 98501963, 193035196, 86116500, 111630140]
[206045465, 237134557, 98501963, 193035196, 127476587, 31657890]
[206045465, 237134557, 98501963, 193035196, 7380439, 15098010]
[206045465, 237134557, 98501963, 193035196, 86116500, 35156793]
[206045465, 237134557, 98501963, 193035196, 86116500, 126717354]
[93013133, 79078986, 27477927, 85043021, 84166967, 2920662]
[93013133, 79078986, 20365635, 126967462, 247136260]
[206045465, 237134557, 98501963, 193035196, 86116500, 93528849]
[206045465, 237134557, 98501963, 193035196, 7380439, 14688543]
[206045465, 25751687, 125958478, 78296307, 75256724, 233447230]
[93013133, 79078986, 20365635, 126967462, 179682725, 141009074]
[206045465, 25751687, 125958478, 194460356, 135388072, 682384]
[93013133, 79078986, 27477927, 85043021, 84166967, 151753146]
[206045465, 237134557, 98501963, 193035196, 127476587, 204578073]
[206045465, 237134557, 98501963, 193035196, 127476587, 188849417]
[206045465, 237134557, 98501963, 193035196, 86116500, 184011711]
[93013133, 79078986, 27477927, 85043021, 236177433, 3608526]
[93013133, 79078986, 20365635, 126967462, 179682725, 239737863]
[206045465, 25751687, 125958478, 194460356, 135388072, 213573395]
[206045465, 237134557, 98501963, 193035196, 86116500, 39766291]
[206045465, 237134557, 98501963, 193035196, 7380439, 164629260]
[206045465, 25751687, 125958478, 194460356, 135388072, 41537873]
[93013133, 79078986, 27477927, 85043021, 84166967, 35910054]
[93013133, 79078986, 27477927, 85043021, 236177433, 100015152]
[206045465, 237134557, 98501963, 193035196, 7380439, 185537491]
[206045465, 25751687, 125958478, 194460356, 135388072, 103673471]
[93013133, 79078986, 27477927, 85043021, 84166967, 171054274]
[93013133, 79078986, 20365635, 126967462, 69638442]
[206045465, 25751687, 125958478, 78296307, 75256724, 39348557]
[93013133, 79078986, 20365635, 126967462, 69905424]
[93013133, 79078986, 20365635, 126967462, 75500406]
[93013133, 79078986, 20365635, 126967462, 179682725, 20670632]
[206045465, 237134557, 98501963, 193035196, 127476587, 205323147]
[206045465, 237134557, 98501963, 193035196, 127476587, 136678561]
[206045465, 25751687, 125958478, 194460356, 135388072, 14830005]
[206045465, 237134557, 98501963, 193035196, 7380439, 122264617]
[206045465, 237134557, 98501963, 193035196, 217614723, 74372349]
[93013133, 79078986, 27477927, 85043021, 236177433, 9452942]
[206045465, 25751687, 125958478, 194460356, 135388072, 121683362]
[93013133, 79078986, 20365635, 126967462, 179682725, 189581674]
[93013133, 79078986, 27477927, 85043021, 236177433, 43699290]
[206045465, 237134557, 98501963, 193035196, 86116500, 44056889]
[206045465, 25751687, 125958478, 194460356, 135388072, 84200800]
[206045465, 25751687, 125958478, 78296307, 75256724, 33390523]
[93013133, 79078986, 27477927, 85043021, 84166967, 61898624]
[93013133, 79078986, 20365635, 126967462, 179682725, 224448779]
[206045465, 237134557, 98501963, 193035196, 127476587, 129502453]
[206045465, 237134557, 98501963, 193035196, 7380439, 232444165]
[206045465, 237134557, 98501963, 193035196, 127476587, 224864745]
[93013133, 79078986, 20365635, 126967462, 207105492]
[206045465, 237134557, 98501963, 193035196, 217614723, 175351710]
[206045465, 25751687, 125958478, 78296307, 75256724, 170320571]
[206045465, 237134557, 98501963, 193035196, 86116500, 50916398]
[206045465, 25751687, 125958478, 194460356, 135388072, 163501195]
[93013133, 79078986, 27477927, 85043021, 236177433, 100483258]
[93013133, 79078986, 20365635, 126967462, 179682725, 138965303]
[206045465, 237134557, 98501963, 193035196, 86116500, 113743545]
[206045465, 237134557, 98501963, 193035196, 7380439, 163847918]
[93013133, 79078986, 20365635, 126967462, 24433611]
[93013133, 79078986, 27477927, 85043021, 84166967, 25152482]
[206045465, 237134557, 98501963, 193035196, 127476587, 91075608]
[93013133, 79078986, 20365635, 126967462, 179682725, 160749273]
