[93013133, 79078986, 20365635, 126967462]
[206045465, 25751687, 125958478, 78296307, 1966902]
[93013133, 79078986, 27477927, 151118393, 146305727]
[93013133, 79078986, 20365635, 126302347, 81422735]
[93013133, 79078986, 20365635, 126967462, 118172906]
[206045465, 237134557, 98501963, 193035196, 99993822]
[206045465, 237134557, 150819137, 109197033, 22781491]
[206045465, 237134557, 98501963, 193035196, 193811495]
[93013133, 79078986, 27477927, 146897913, 25514059]
[206045465, 25751687, 125958478, 194460356, 144255331]
[206045465, 25751687, 125958478, 194460356, 221169381]
[206045465, 237134557, 98501963, 101016021]
[206045465, 25751687, 125958478, 78296307, 140257243]
[93013133, 79078986, 20365635, 126967462, 28711408]
[206045465, 25751687, 125958478, 194460356, 15595948]
[93013133, 79078986, 20365635, 126302347, 48778339]
[93013133, 79078986, 20365635, 126967462, 237480836]
[206045465, 25751687, 125958478, 78296307, 28387440]
[206045465, 25751687, 125958478, 78296307, 97472735]
[93013133, 79078986, 27477927, 146897913, 219993782]
[93013133, 79078986, 20365635, 126302347, 14371978]
[93013133, 79078986, 27477927, 85043021, 232352665]
[93013133, 79078986, 20365635, 126302347, 110902719]
[206045465, 237134557, 98501963, 193035196, 25238251]
[206045465, 237134557, 98501963, 17793230]
[93013133, 79078986, 27477927, 151118393, 242181036]
[93013133, 79078986, 27477927, 146897913, 187062592]
[93013133, 79078986, 27477927, 85043021, 25057129]
[93013133, 79078986, 27477927, 151118393, 140165810]
[206045465, 25751687, 125958478, 194460356, 241008754]
[93013133, 79078986, 27477927, 85043021, 17769989]
[206045465, 237134557, 150819137, 109197033, 244621046]
[206045465, 25751687, 125958478, 78296307, 188224848]
[93013133, 79078986, 20365635, 126302347, 207946367]
[93013133, 79078986, 20365635, 126302347, 73259169]
[93013133, 79078986, 27477927, 85043021, 68177211]
[93013133, 79078986, 27477927, 85043021, 114509846]
[93013133, 79078986, 27477927, 85043021, 66863058]
[206045465, 237134557, 150819137, 109197033, 232475394]
[93013133, 79078986, 27477927, 146897913, 194018448]
[93013133, 79078986, 27477927, 146897913, 224545895]
[206045465, 25751687, 125958478, 194460356, 169617768]
[93013133, 79078986, 20365635, 126967462, 218269150]
[93013133, 79078986, 20365635, 126967462, 120119731]
[93013133, 79078986, 27477927, 146897913, 132212133]
[206045465, 25751687, 125958478, 194460356, 204652159]
[206045465, 237134557, 150819137, 109197033, 175403437]
[93013133, 79078986, 20365635, 126302347, 62815231]
[93013133, 79078986, 27477927, 151118393, 214022696]
[93013133, 79078986, 20365635, 126302347, 119025061]
[93013133, 79078986, 27477927, 151118393, 63923990]
[93013133, 79078986, 20365635, 126302347, 180417490]
[93013133, 79078986, 20365635, 126302347, 149621497]
[206045465, 237134557, 98501963, 180136541]
[93013133, 79078986, 27477927, 151118393, 730067]
[93013133, 79078986, 27477927, 151118393, 10615123]
[93013133, 79078986, 27477927, 146897913, 188514822]
[206045465, 237134557, 98501963, 193035196, 199362474]
[93013133, 79078986, 27477927, 151118393, 214495980]
[93013133, 79078986, 20365635, 126302347, 183396193]
[93013133, 79078986, 20365635, 126302347, 156847586]
[93013133, 79078986, 20365635, 126302347, 227904956]
[93013133, 79078986, 27477927, 151118393, 243446074]
[93013133, 79078986, 27477927, 146897913, 243630943]
[206045465, 237134557, 150819137, 109197033, 97152750]
[206045465, 237134557, 150819137, 109197033, 170960331]
[206045465, 237134557, 150819137, 109197033, 162652158]
[93013133, 79078986, 27477927, 151118393, 184709518]
[93013133, 79078986, 27477927, 146897913, 155815560]
[206045465, 237134557, 98501963, 193035196, 248467897]
[93013133, 79078986, 20365635, 126967462, 99099183]
[93013133, 79078986, 27477927, 85043021, 29071506]
[206045465, 25751687, 125958478, 194460356, 12702992]
[93013133, 79078986, 20365635, 126302347, 109830538]
[93013133, 79078986, 27477927, 146897913, 168475373]
[93013133, 79078986, 27477927, 151118393, 237124714]
[206045465, 25751687, 125958478, 78296307, 43426404]
[93013133, 79078986, 27477927, 85043021, 190229834]
[206045465, 25751687, 125958478, 194460356, 179458988]
[206045465, 237134557, 98501963, 193035196, 60230739]
[206045465, 237134557, 150819137, 109197033, 196271508]
[206045465, 25751687, 125958478, 78296307, 61778723]
[93013133, 79078986, 20365635, 126967462, 220543992]
[93013133, 79078986, 27477927, 151118393, 64111818]
[206045465, 237134557, 150819137, 109197033, 33952108]
[206045465, 25751687, 125958478, 194460356, 133489881]
[206045465, 237134557, 150819137, 109197033, 174297069]
[206045465, 25751687, 125958478, 78296307, 78981389]
[206045465, 237134557, 150819137, 109197033, 57747267]
[206045465, 237134557, 98501963, 193035196, 56667169]
[206045465, 25751687, 125958478, 194460356, 86095203]
[93013133, 79078986, 27477927, 85043021, 25580102]
[206045465, 237134557, 150819137, 109197033, 90961368]
[93013133, 79078986, 27477927, 151118393, 123763811]
[93013133, 79078986, 27477927, 85043021, 169170615]
[93013133, 79078986, 27477927, 146897913, 107185854]
[93013133, 79078986, 27477927, 151118393, 223260673]
[206045465, 237134557, 98501963, 121162631]
[206045465, 25751687, 125958478, 78296307, 135928298]
[93013133, 79078986, 20365635, 126302347, 157955483]
[206045465, 237134557, 98501963, 36009500]
[206045465, 25751687, 125958478, 78296307, 235410311]
[93013133, 79078986, 27477927, 85043021, 167207861]
[93013133, 79078986, 27477927, 146897913, 89558637]
[93013133, 79078986, 27477927, 146897913, 144083448]
[206045465, 237134557, 98501963, 109783270]
[206045465, 237134557, 150819137, 109197033, 236229756]
[206045465, 237134557, 150819137, 109197033, 160030585]
[206045465, 237134557, 98501963, 48698842]
[93013133, 79078986, 27477927, 85043021, 66978677]
[206045465, 25751687, 125958478, 194460356, 101902523]
[206045465, 237134557, 150819137, 109197033, 76376355]
[93013133, 79078986, 27477927, 151118393, 35289992]
[206045465, 237134557, 98501963, 193035196, 113980223]
[93013133, 79078986, 20365635, 126967462, 196680044]
[206045465, 25751687, 125958478, 78296307, 185736828]
[93013133, 79078986, 20365635, 126967462, 39201004]
[206045465, 25751687, 125958478, 194460356, 187999589]
[206045465, 237134557, 98501963, 80208502]
[93013133, 79078986, 27477927, 151118393, 30886080]
[206045465, 25751687, 125958478, 78296307, 222620436]
[93013133, 79078986, 20365635, 126302347, 241982058]
[93013133, 79078986, 20365635, 126967462, 193684755]
[206045465, 25751687, 125958478, 78296307, 96584974]
[93013133, 79078986, 27477927, 85043021, 230056933]
[206045465, 25751687, 125958478, 78296307, 243409524]
[206045465, 237134557, 150819137, 109197033, 189521825]
[206045465, 237134557, 150819137, 109197033, 230704999]
[93013133, 79078986, 27477927, 151118393, 235842621]
[206045465, 237134557, 98501963, 117701150]
[93013133, 79078986, 27477927, 151118393, 200585647]
[93013133, 79078986, 27477927, 151118393, 98228810]
[206045465, 25751687, 125958478, 194460356, 18773523]
[93013133, 79078986, 27477927, 151118393, 80451259]
[206045465, 25751687, 125958478, 194460356, 174812209]
[206045465, 25751687, 125958478, 194460356, 214522831]
[93013133, 79078986, 27477927, 85043021, 196003630]
[206045465, 237134557, 150819137, 109197033, 135021244]
[93013133, 79078986, 20365635, 126967462, 232780480]
[93013133, 79078986, 20365635, 126302347, 10947278]
[93013133, 79078986, 20365635, 126302347, 97204765]
[206045465, 237134557, 98501963, 27394701]
[206045465, 25751687, 125958478, 194460356, 121892393]
[93013133, 79078986, 20365635, 126967462, 136199919]
[206045465, 237134557, 150819137, 109197033, 226114638]
[93013133, 79078986, 20365635, 126302347, 1641499]
[93013133, 79078986, 27477927, 85043021, 116157634]
[206045465, 237134557, 150819137, 109197033, 234470760]
[206045465, 25751687, 125958478, 194460356, 245224694]
[93013133, 79078986, 20365635, 126302347, 83058694]
[206045465, 237134557, 98501963, 193035196, 71407787]
[93013133, 79078986, 20365635, 126302347, 34049333]
[93013133, 79078986, 27477927, 146897913, 143124395]
[93013133, 79078986, 20365635, 126302347, 152320210]
[206045465, 25751687, 125958478, 78296307, 121398800]
[93013133, 79078986, 20365635, 126302347, 219656002]
[206045465, 25751687, 125958478, 78296307, 41897327]
[93013133, 79078986, 20365635, 126967462, 78546875]
[206045465, 25751687, 125958478, 78296307, 71878287]
[93013133, 79078986, 27477927, 85043021, 197377270]
[206045465, 25751687, 125958478, 194460356, 5763076]
[206045465, 237134557, 98501963, 193035196, 187435070]
[93013133, 79078986, 27477927, 146897913, 237875693]
[93013133, 79078986, 20365635, 126302347, 147447735]
[206045465, 237134557, 98501963, 95138497]
[93013133, 79078986, 20365635, 126302347, 129155997]
[93013133, 79078986, 27477927, 146897913, 242288627]
[206045465, 25751687, 125958478, 78296307, 208922903]
[206045465, 237134557, 98501963, 41498738]
[93013133, 79078986, 20365635, 126967462, 161307338]
[93013133, 79078986, 27477927, 146897913, 39238866]
[206045465, 25751687, 125958478, 78296307, 128025470]
[206045465, 237134557, 98501963, 12472424]
[206045465, 237134557, 150819137, 109197033, 31165602]
[93013133, 79078986, 27477927, 146897913, 75571993]
[93013133, 79078986, 27477927, 85043021, 21163763]
[93013133, 79078986, 20365635, 126302347, 245497264]
[206045465, 25751687, 125958478, 194460356, 153845336]
[93013133, 79078986, 20365635, 126967462, 38912367]
[93013133, 79078986, 27477927, 85043021, 48842107]
[206045465, 25751687, 125958478, 78296307, 109443189]
[93013133, 79078986, 27477927, 151118393, 152814968]
[206045465, 237134557, 150819137, 109197033, 235251336]
[93013133, 79078986, 20365635, 126302347, 2655465]
[93013133, 79078986, 27477927, 85043021, 50864026]
[93013133, 79078986, 20365635, 126967462, 165358103]
[93013133, 79078986, 20365635, 126967462, 69955751]
[206045465, 237134557, 98501963, 1752483]
[206045465, 237134557, 98501963, 107992806]
[93013133, 79078986, 20365635, 126967462, 129599824]
[93013133, 79078986, 20365635, 126967462, 120861807]
[206045465, 237134557, 98501963, 5555905]
[93013133, 79078986, 27477927, 151118393, 95128776]
[206045465, 237134557, 98501963, 201959211]
[93013133, 79078986, 27477927, 85043021, 58968561]
[206045465, 25751687, 125958478, 78296307, 71112702]
[93013133, 79078986, 20365635, 126967462, 100572033]
[93013133, 79078986, 27477927, 151118393, 45244771]
[93013133, 79078986, 20365635, 126967462, 187760055]
[206045465, 25751687, 125958478, 78296307, 190719710]
[93013133, 79078986, 20365635, 126302347, 214702978]
[206045465, 25751687, 125958478, 78296307, 127693033]
[93013133, 79078986, 27477927, 151118393, 195164455]
[93013133, 79078986, 27477927, 146897913, 198514407]
[206045465, 237134557, 98501963, 104570274]
[206045465, 237134557, 150819137, 109197033, 228080789]
[93013133, 79078986, 27477927, 146897913, 64596633]
[93013133, 79078986, 27477927, 146897913, 178444260]
[206045465, 237134557, 150819137, 109197033, 6016540]
[93013133, 79078986, 20365635, 126967462, 107716968]
[206045465, 237134557, 98501963, 210925589]
[206045465, 25751687, 125958478, 78296307, 34598589]
[93013133, 79078986, 20365635, 126302347, 133642101]
[206045465, 25751687, 125958478, 78296307, 224919039]
[93013133, 79078986, 27477927, 85043021, 245485623]
[93013133, 79078986, 27477927, 85043021, 228403088]
[206045465, 237134557, 98501963, 193035196, 18075856]
[206045465, 25751687, 125958478, 194460356, 99599489]
[93013133, 79078986, 27477927, 146897913, 61960764]
[206045465, 25751687, 125958478, 194460356, 238931651]
[93013133, 79078986, 20365635, 126302347, 147503337]
[93013133, 79078986, 20365635, 126302347, 109714615]
[206045465, 25751687, 125958478, 78296307, 24950227]
[206045465, 25751687, 125958478, 78296307, 109037972]
[93013133, 79078986, 27477927, 151118393, 198491830]
[93013133, 79078986, 20365635, 126302347, 227677342]
[206045465, 237134557, 98501963, 193035196, 102442059]
[206045465, 237134557, 98501963, 193035196, 180551152]
[206045465, 237134557, 150819137, 109197033, 50914764]
[206045465, 25751687, 125958478, 194460356, 172052704]
[206045465, 25751687, 125958478, 194460356, 218319509]
[206045465, 237134557, 98501963, 193035196, 139102540]
[206045465, 237134557, 98501963, 193035196, 229937011]
[206045465, 237134557, 150819137, 109197033, 84977055]
[206045465, 25751687, 125958478, 194460356, 180261603]
[206045465, 237134557, 98501963, 104329540]
[206045465, 25751687, 125958478, 194460356, 2247235]
[93013133, 79078986, 20365635, 126302347, 19645312]
[93013133, 79078986, 27477927, 85043021, 84548872]
[93013133, 79078986, 27477927, 85043021, 87081599]
[206045465, 237134557, 98501963, 193035196, 58460186]
[93013133, 79078986, 27477927, 146897913, 26560831]
[93013133, 79078986, 27477927, 85043021, 243904641]
[206045465, 237134557, 98501963, 200154910]
[206045465, 237134557, 98501963, 193035196, 196993080]
[206045465, 237134557, 150819137, 109197033, 186569666]
[206045465, 237134557, 98501963, 193035196, 69371503]
[93013133, 79078986, 27477927, 85043021, 230021021]
[93013133, 79078986, 20365635, 126302347, 15596998]
[206045465, 25751687, 125958478, 78296307, 67690255]
[93013133, 79078986, 27477927, 85043021, 162030455]
[206045465, 237134557, 98501963, 10625841]
[93013133, 79078986, 27477927, 146897913, 62814381]
[206045465, 237134557, 98501963, 193035196, 28418359]
[93013133, 79078986, 27477927, 85043021, 155812726]
[93013133, 79078986, 27477927, 151118393, 150840691]
[206045465, 237134557, 98501963, 193035196, 42907643]
[206045465, 237134557, 98501963, 193035196, 221508686]
[206045465, 25751687, 125958478, 194460356, 161548567]
[206045465, 25751687, 125958478, 194460356, 15670183]
[93013133, 79078986, 20365635, 126967462, 2534037]
[93013133, 79078986, 20365635, 126302347, 1311470]
[93013133, 79078986, 27477927, 146897913, 40394958]
[206045465, 237134557, 150819137, 109197033, 134059146]
[93013133, 79078986, 27477927, 85043021, 192381838]
[206045465, 237134557, 98501963, 193035196, 171135023]
[206045465, 25751687, 125958478, 194460356, 112660347]
[93013133, 79078986, 27477927, 151118393, 201030243]
[93013133, 79078986, 27477927, 146897913, 202762979]
[206045465, 237134557, 150819137, 109197033, 195614194]
[93013133, 79078986, 27477927, 151118393, 17803656]
[93013133, 79078986, 27477927, 151118393, 115515935]
[206045465, 25751687, 125958478, 194460356, 228362536]
[93013133, 79078986, 27477927, 151118393, 111765824]
[206045465, 25751687, 125958478, 78296307, 14588450]
[206045465, 25751687, 125958478, 78296307, 65792383]
[206045465, 237134557, 98501963, 193035196, 231707272]
[93013133, 79078986, 27477927, 85043021, 196410214]
[93013133, 79078986, 20365635, 126302347, 203297769]
[206045465, 237134557, 98501963, 193035196, 105027742]
[206045465, 237134557, 150819137, 109197033, 103018226]
[206045465, 25751687, 125958478, 194460356, 1201219]
[206045465, 25751687, 125958478, 194460356, 146948829]
[93013133, 79078986, 20365635, 126302347, 194973050]
[206045465, 237134557, 98501963, 193035196, 228593674]
[93013133, 79078986, 27477927, 151118393, 8397461]
[206045465, 237134557, 150819137, 109197033, 169060751]
[93013133, 79078986, 27477927, 146897913, 99218299]
[206045465, 237134557, 98501963, 193035196, 123853947]
[93013133, 79078986, 27477927, 146897913, 108180510]
[206045465, 25751687, 125958478, 194460356, 232383869]
[206045465, 237134557, 150819137, 109197033, 5692803]
[206045465, 25751687, 125958478, 78296307, 166225406]
[93013133, 79078986, 27477927, 151118393, 97619497]
[93013133, 79078986, 20365635, 126967462, 76617494]
[93013133, 79078986, 27477927, 151118393, 116552104]
[206045465, 237134557, 98501963, 193035196, 34442599]
[206045465, 25751687, 125958478, 194460356, 1820649]
[93013133, 79078986, 27477927, 146897913, 247662625]
[206045465, 237134557, 98501963, 193035196, 182488563]
[93013133, 79078986, 20365635, 126302347, 89506933]
[93013133, 79078986, 20365635, 126302347, 98788110]
[93013133, 79078986, 27477927, 146897913, 143099638]
[93013133, 79078986, 20365635, 126967462, 130809636]
[206045465, 25751687, 125958478, 78296307, 99605423]
[93013133, 79078986, 27477927, 151118393, 210782190]
[93013133, 79078986, 27477927, 85043021, 39262881]
[93013133, 79078986, 27477927, 146897913, 19323463]
[206045465, 25751687, 125958478, 78296307, 177212455]
[206045465, 25751687, 125958478, 194460356, 134653620]
[93013133, 79078986, 27477927, 146897913, 234605175]
[206045465, 237134557, 98501963, 7307590]
[93013133, 79078986, 27477927, 146897913, 28010928]
[93013133, 79078986, 27477927, 146897913, 99497243]
[206045465, 237134557, 98501963, 193035196, 42952735]
[206045465, 25751687, 125958478, 194460356, 128632333]
[93013133, 79078986, 20365635, 126302347, 98002897]
[93013133, 79078986, 20365635, 126302347, 161206943]
[206045465, 237134557, 150819137, 109197033, 135901593]
[206045465, 237134557, 150819137, 109197033, 127589746]
[206045465, 237134557, 98501963, 193035196, 208243742]
[206045465, 25751687, 125958478, 194460356, 246807017]
[93013133, 79078986, 20365635, 126967462, 81174262]
[93013133, 79078986, 20365635, 126967462, 98636575]
[206045465, 25751687, 125958478, 78296307, 80060349]
[93013133, 79078986, 20365635, 126302347, 213982015]
[93013133, 79078986, 27477927, 151118393, 136864041]
[206045465, 237134557, 150819137, 109197033, 228112264]
[206045465, 25751687, 125958478, 194460356, 72215519]
[93013133, 79078986, 20365635, 126302347, 6634273]
[93013133, 79078986, 20365635, 126967462, 175344044]
[206045465, 237134557, 98501963, 193035196, 122292422]
[93013133, 79078986, 20365635, 126302347, 71882127]
[93013133, 79078986, 27477927, 85043021, 210520131]
[93013133, 79078986, 27477927, 85043021, 129012447]
[206045465, 237134557, 150819137, 109197033, 239242625]
[206045465, 237134557, 98501963, 193035196, 50902802]
[93013133, 79078986, 27477927, 85043021, 51987211]
[206045465, 25751687, 125958478, 194460356, 232446523]
[93013133, 79078986, 27477927, 85043021, 68658914]
[93013133, 79078986, 27477927, 85043021, 153179780]
[206045465, 25751687, 125958478, 78296307, 234130744]
[206045465, 237134557, 98501963, 204493669]
[206045465, 237134557, 98501963, 193035196, 10406698]
[206045465, 237134557, 150819137, 109197033, 182722804]
[206045465, 237134557, 98501963, 193035196, 214811407]
[206045465, 25751687, 125958478, 78296307, 53997675]
[93013133, 79078986, 27477927, 151118393, 178340867]
[206045465, 25751687, 125958478, 194460356, 243101029]
[206045465, 237134557, 150819137, 109197033, 24232285]
[93013133, 79078986, 27477927, 151118393, 57193397]
[93013133, 79078986, 27477927, 85043021, 84022778]
[206045465, 25751687, 125958478, 194460356, 5850711]
[206045465, 25751687, 125958478, 194460356, 86276347]
[206045465, 237134557, 98501963, 193035196, 60794883]
[93013133, 79078986, 20365635, 126302347, 23747596]
[206045465, 25751687, 125958478, 194460356, 135388072]
[206045465, 237134557, 98501963, 49150385]
[93013133, 79078986, 20365635, 126302347, 38473475]
[206045465, 237134557, 150819137, 109197033, 187874279]
[206045465, 237134557, 98501963, 193035196, 214002791]
[206045465, 25751687, 125958478, 78296307, 28319675]
[206045465, 237134557, 150819137, 109197033, 66916944]
[93013133, 79078986, 20365635, 126967462, 161464627]
[93013133, 79078986, 27477927, 151118393, 132324389]
[93013133, 79078986, 27477927, 85043021, 161341108]
[93013133, 79078986, 20365635, 126302347, 143129800]
[93013133, 79078986, 27477927, 146897913, 78688545]
[206045465, 237134557, 98501963, 175935615]
[206045465, 237134557, 150819137, 109197033, 230691945]
[93013133, 79078986, 27477927, 146897913, 175674523]
[206045465, 237134557, 150819137, 109197033, 6500744]
[206045465, 237134557, 98501963, 141341692]
[206045465, 25751687, 125958478, 78296307, 176300407]
[206045465, 25751687, 125958478, 194460356, 102206081]
[206045465, 25751687, 125958478, 194460356, 228178239]
[93013133, 79078986, 20365635, 126302347, 37951351]
[93013133, 79078986, 27477927, 85043021, 22344287]
[93013133, 79078986, 27477927, 151118393, 12412750]
[206045465, 237134557, 150819137, 109197033, 22013469]
[93013133, 79078986, 27477927, 151118393, 62067578]
[93013133, 79078986, 27477927, 151118393, 209215964]
[93013133, 79078986, 27477927, 85043021, 189670257]
[93013133, 79078986, 27477927, 85043021, 230028475]
[93013133, 79078986, 27477927, 146897913, 137707998]
[93013133, 79078986, 27477927, 146897913, 220537374]
[206045465, 237134557, 150819137, 109197033, 25372579]
[93013133, 79078986, 27477927, 146897913, 190509221]
[206045465, 237134557, 98501963, 175471945]
[93013133, 79078986, 27477927, 151118393, 173763926]
[93013133, 79078986, 27477927, 85043021, 139557343]
[206045465, 25751687, 125958478, 78296307, 52498604]
[93013133, 79078986, 20365635, 126967462, 5181136]
[206045465, 237134557, 98501963, 193035196, 113267019]
[93013133, 79078986, 27477927, 146897913, 34539322]
[206045465, 25751687, 125958478, 194460356, 224545175]
[206045465, 237134557, 150819137, 109197033, 185733911]
[206045465, 25751687, 125958478, 194460356, 141308649]
[93013133, 79078986, 27477927, 151118393, 239245988]
[206045465, 237134557, 150819137, 109197033, 165387637]
[93013133, 79078986, 20365635, 126967462, 112044756]
[206045465, 25751687, 125958478, 194460356, 224293264]
[206045465, 237134557, 150819137, 109197033, 29324401]
[93013133, 79078986, 27477927, 146897913, 244464727]
[206045465, 237134557, 150819137, 109197033, 93324340]
[206045465, 25751687, 125958478, 194460356, 152642115]
[93013133, 79078986, 20365635, 126302347, 97019955]
[93013133, 79078986, 27477927, 85043021, 179828146]
[206045465, 25751687, 125958478, 78296307, 154478241]
[93013133, 79078986, 20365635, 126302347, 207583991]
[93013133, 79078986, 20365635, 126967462, 246643310]
[206045465, 237134557, 98501963, 193035196, 242234204]
[93013133, 79078986, 20365635, 126302347, 184384954]
[93013133, 79078986, 27477927, 85043021, 146609422]
[206045465, 237134557, 98501963, 193035196, 33413289]
[206045465, 25751687, 125958478, 78296307, 197549942]
[93013133, 79078986, 27477927, 146897913, 153844821]
[93013133, 79078986, 20365635, 126302347, 128037387]
[206045465, 237134557, 98501963, 177615985]
[206045465, 25751687, 125958478, 78296307, 54436290]
[206045465, 237134557, 98501963, 193035196, 194228970]
[93013133, 79078986, 27477927, 146897913, 132395101]
[206045465, 25751687, 125958478, 78296307, 96020144]
[93013133, 79078986, 27477927, 146897913, 247646730]
[206045465, 237134557, 98501963, 193035196, 69886107]
[206045465, 25751687, 125958478, 194460356, 12385848]
[93013133, 79078986, 27477927, 151118393, 94213175]
[206045465, 25751687, 125958478, 78296307, 170791639]
[206045465, 25751687, 125958478, 78296307, 127545277]
[93013133, 79078986, 27477927, 151118393, 1054249]
[206045465, 25751687, 125958478, 78296307, 79636619]
[206045465, 237134557, 98501963, 196593376]
[93013133, 79078986, 20365635, 126967462, 128618865]
[206045465, 237134557, 98501963, 58116946]
[206045465, 237134557, 98501963, 193035196, 91058702]
[93013133, 79078986, 27477927, 151118393, 35539800]
[93013133, 79078986, 27477927, 151118393, 94829456]
[206045465, 237134557, 150819137, 109197033, 89725767]
[93013133, 79078986, 27477927, 85043021, 134382985]
[206045465, 237134557, 98501963, 10678771]
[206045465, 25751687, 125958478, 78296307, 94234076]
[206045465, 25751687, 125958478, 78296307, 66856956]
[93013133, 79078986, 27477927, 151118393, 229447887]
[206045465, 237134557, 98501963, 237845455]
[206045465, 237134557, 98501963, 148678795]
[93013133, 79078986, 20365635, 126967462, 104818792]
[206045465, 25751687, 125958478, 78296307, 178684790]
[206045465, 25751687, 125958478, 194460356, 210770009]
[93013133, 79078986, 20365635, 126302347, 171233199]
[93013133, 79078986, 27477927, 146897913, 34884670]
[206045465, 237134557, 150819137, 109197033, 222548614]
[206045465, 25751687, 125958478, 194460356, 128720801]
[93013133, 79078986, 27477927, 85043021, 89241428]
[206045465, 237134557, 98501963, 135408647]
[206045465, 237134557, 150819137, 109197033, 146701224]
[206045465, 237134557, 98501963, 126358726]
[206045465, 237134557, 98501963, 101951406]
[93013133, 79078986, 27477927, 85043021, 187472085]
[206045465, 237134557, 98501963, 40819497]
[206045465, 237134557, 98501963, 198157298]
[93013133, 79078986, 20365635, 126967462, 102751283]
[206045465, 25751687, 125958478, 194460356, 167024145]
[206045465, 237134557, 98501963, 193035196, 74670499]
[93013133, 79078986, 27477927, 146897913, 245577313]
[206045465, 237134557, 98501963, 193035196, 22079741]
[93013133, 79078986, 20365635, 126302347, 139772335]
[93013133, 79078986, 27477927, 146897913, 184143652]
[206045465, 25751687, 125958478, 194460356, 242558935]
[206045465, 237134557, 98501963, 48472467]
[93013133, 79078986, 27477927, 85043021, 62699271]
[206045465, 237134557, 98501963, 193035196, 201092775]
[93013133, 79078986, 27477927, 146897913, 5360368]
[206045465, 237134557, 98501963, 164144458]
[206045465, 237134557, 150819137, 109197033, 88386728]
[206045465, 237134557, 98501963, 231929292]
[93013133, 79078986, 20365635, 126967462, 247716905]
[206045465, 25751687, 125958478, 194460356, 78458710]
[206045465, 237134557, 150819137, 109197033, 140177152]
[206045465, 237134557, 98501963, 193035196, 126053353]
[93013133, 79078986, 27477927, 151118393, 48208871]
[93013133, 79078986, 20365635, 126967462, 14814766]
[93013133, 79078986, 27477927, 151118393, 143899603]
[206045465, 237134557, 150819137, 109197033, 71129318]
[206045465, 25751687, 125958478, 194460356, 174820528]
[93013133, 79078986, 27477927, 151118393, 234805580]
[206045465, 237134557, 98501963, 115644282]
[93013133, 79078986, 20365635, 126967462, 162247454]
[93013133, 79078986, 27477927, 85043021, 47228090]
[206045465, 237134557, 150819137, 109197033, 180423715]
[206045465, 25751687, 125958478, 194460356, 244872413]
[206045465, 237134557, 98501963, 193035196, 216854558]
[93013133, 79078986, 20365635, 126302347, 192643596]
[93013133, 79078986, 20365635, 126967462, 80082574]
[206045465, 237134557, 98501963, 112242286]
[93013133, 79078986, 20365635, 126967462, 172098754]
[93013133, 79078986, 20365635, 126967462, 214840949]
[93013133, 79078986, 20365635, 126302347, 72181613]
[206045465, 237134557, 98501963, 154555567]
[93013133, 79078986, 20365635, 126302347, 127199936]
[206045465, 25751687, 125958478, 194460356, 129080369]
[206045465, 25751687, 125958478, 194460356, 15548153]
[93013133, 79078986, 20365635, 126302347, 111840022]
[206045465, 25751687, 125958478, 78296307, 108338732]
[93013133, 79078986, 27477927, 146897913, 20291583]
[206045465, 237134557, 150819137, 109197033, 164083936]
[93013133, 79078986, 20365635, 126967462, 94555585]
[206045465, 237134557, 98501963, 131361571]
[206045465, 237134557, 150819137, 109197033, 173774156]
[93013133, 79078986, 27477927, 151118393, 31752105]
[206045465, 237134557, 98501963, 160772476]
[206045465, 237134557, 98501963, 190024627]
[93013133, 79078986, 20365635, 126967462, 115075154]
[93013133, 79078986, 27477927, 85043021, 94220802]
[206045465, 237134557, 98501963, 193035196, 142303474]
[93013133, 79078986, 27477927, 85043021, 386148]
[206045465, 237134557, 98501963, 98209582]
[206045465, 25751687, 125958478, 194460356, 54465032]
[93013133, 79078986, 27477927, 85043021, 73930350]
[206045465, 237134557, 150819137, 109197033, 117329041]
[93013133, 79078986, 27477927, 85043021, 156435325]
[206045465, 25751687, 125958478, 194460356, 76699192]
[93013133, 79078986, 27477927, 85043021, 153699963]
[93013133, 79078986, 20365635, 126302347, 28751473]
[206045465, 237134557, 98501963, 157757102]
[93013133, 79078986, 20365635, 126967462, 53382769]
[206045465, 25751687, 125958478, 78296307, 172897277]
[93013133, 79078986, 20365635, 126302347, 128941234]
[206045465, 25751687, 125958478, 78296307, 128171631]
[93013133, 79078986, 27477927, 146897913, 186544790]
[93013133, 79078986, 20365635, 126302347, 54721777]
[93013133, 79078986, 27477927, 146897913, 231670744]
[93013133, 79078986, 20365635, 126302347, 217482331]
[206045465, 237134557, 150819137, 109197033, 107727361]
[93013133, 79078986, 27477927, 151118393, 178615793]
[206045465, 237134557, 98501963, 158448157]
[206045465, 237134557, 150819137, 109197033, 202411773]
[206045465, 25751687, 125958478, 194460356, 169926807]
[206045465, 25751687, 125958478, 194460356, 187659376]
[206045465, 25751687, 125958478, 194460356, 62873727]
[93013133, 79078986, 20365635, 126967462, 137522079]
[206045465, 25751687, 125958478, 194460356, 187690109]
[206045465, 25751687, 125958478, 194460356, 126461946]
[206045465, 25751687, 125958478, 78296307, 84795878]
[93013133, 79078986, 27477927, 151118393, 231760471]
[206045465, 25751687, 125958478, 78296307, 37778166]
[206045465, 237134557, 98501963, 25149529]
[93013133, 79078986, 27477927, 146897913, 91090163]
[206045465, 237134557, 98501963, 193035196, 103360982]
