[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 210052731]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 78247877]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 195291072]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 195387954]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 133968005]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 161882592]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 10935637]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 189413013]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 108012203]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 85193169]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 159074874]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 57489688]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 233738178]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 203796515]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 240737703]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 79642429]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 62725174]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 99977157]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 102980086]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 102555531]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 152018921]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 200109008]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 224613764]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 45415735]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 75910227]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 93940013]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 19006523]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 183978450]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 43868289]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 176520166]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 59910229]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 36426822]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 184692647]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 194502209]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 235715102]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 114535333]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 164654562]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 19091517]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 56399499]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 58980406]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 69026884]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 23885961]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 162737167]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 7317968]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 36501598]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 173717629]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 140821515]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 118764833]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 113569436]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 143084303]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 125758132]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 7627570]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 205201546]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 118732890]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 168292347]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 53525930]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 124275663]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 35856139]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 145159161]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 244561121]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 14905533]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 145195142]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 103836955]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 216972851]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 80071395]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 210912969]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 73840810]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 63428292]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 203204981]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 38916083]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 72466373]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 127289671]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 180159745]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 105119999]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 113528204]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 30497917]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 151405813]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 209020619]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 68263010]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 64874719]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 213414936]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 205690402]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 29093287]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 62241023]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 12936545]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 67583233]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 227563190]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 72209743]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 231748074]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 66927335]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 212833964]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 48190790]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 105970832]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 67936062]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 21742579]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 235451430]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 127824276]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 214707340]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 65416683]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 19166380]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 171951052]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 38728766]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 96323660]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 168090772]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 135402738]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 123891660]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 166588150]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 93342167]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 109857612]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 245171006]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 197430804]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 228246648]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 137033229]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 98648954]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 215119493]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 164681618]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 56667895]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 247696478]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 153382041]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 201307127]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 123565777]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 108891166]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 227149242]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 38512134]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 48188534]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 131335358]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 112895263]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 184436706]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 2193133]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 19965817]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 170765858]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 226753938]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 64002456]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 243319547]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 54301226]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 207679510]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 63303542]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 178765930]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 56312377]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 248690590]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 191555392]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 227227711]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 162813209]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 101304271]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 57444859]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 146793397]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 192819195]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 46675689]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 68333195]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 124143892]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 230177609]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 52260411]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 98907687]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 158179383]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 121830478]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 150797326]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 206685507]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 128215766]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 224236023]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 52766258]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 218357128]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 87001630]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 168327807]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 98567642]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 185384657]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 86827286]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 180277201]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 128780390]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 126681407]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 43450260]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 22832547]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 75772941]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 179538919]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 14869905]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 176396972]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 14164448]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 20987157]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 234906411]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 60327989]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 179572813]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 86251494]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 219509642]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 155148534]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 175084723]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 158166140]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 114822916]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 130553310]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 178141925]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 197075871]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 245567094]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 114644038]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 35630416]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 50038127]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 100849099]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 123481235]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 242515492]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 18057248]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 221369433]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 171255219]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 115970059]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 20525855]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 222951786]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 117436120]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 59071063]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 168812702]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 161545514]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 72248770]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 108502475]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 108760387]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 59859349]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 8886380]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 39486527]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 153676422]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 233766003]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 191061064]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 96767159]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 105538715]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 155026592]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 84161852]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 46781070]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 248917771]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 184393057]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 133354477]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 237435237]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 87969757]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 172681302]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 11848710]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 22108630]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 168274591]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 30849499]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 172068614]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 97555930]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 211903982]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 87357866]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 23812274]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 34124875]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 237276421]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 214211995]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 221521418]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 197579257]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 92164148]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 130795944]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 116892701]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 11268052]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 29881715]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 126320215]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 54545479]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 145261092]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 162536531]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 83819208]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 135892851]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 132421347]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 123369833]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 36468417]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 71195618]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 234052429]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 42812292]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 8129345]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 79503734]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 153264547]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 139517120]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 160394856]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 179478861]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 129722967]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 134529232]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 17851406]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 201247656]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 200381770]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 96587782]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 98560529]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 109901235]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 76588537]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 196655025]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 182062163]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 48374175]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 248155357]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 97164704]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 204003051]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 229072847]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 152023826]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 25998421]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 175845421]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 149325181]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 172638608]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 60098748]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 117459763]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 239053844]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 152564202]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 46353611]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 211703495]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 10364694]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 131697018]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 174900316]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 129463824]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 104682980]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 40514436]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 129500078]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 68402761]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 107385881]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 197308705]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 236752755]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 149621938]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 140566774]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 173964457]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 160084316]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 24016748]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 79719920]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 33324987]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 83026667]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 48722803]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 37220088]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 63140835]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 245729381]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 83796629]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 52882213]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 26633709]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 96966178]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 124279886]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 39218457]
