[23352730, 119400816, 86172609, 205958532]
[139546810, 239589720, 133551693, 59573031]
[139546810, 239589720, 133551693, 122677677]
[23352730, 119400816, 86172609, 182731818, 143134245]
[23352730, 166909107, 28473185, 50455199, 217851748]
[23352730, 79325002, 248242818, 128229141, 96916655]
[23352730, 119400816, 86172609, 108978886, 185823219]
[23352730, 119400816, 86172609, 108978886, 240864707]
[23352730, 119400816, 86172609, 205958532, 1879737]
[23352730, 119400816, 86172609, 108978886, 18822737]
[23352730, 176157657, 145969510, 219043633, 71617684]
[23352730, 119400816, 86172609, 205958532, 52330877]
[23352730, 119400816, 86172609, 182731818, 209759639]
[139546810, 239589720, 133551693, 81069332]
[139546810, 239589720, 133551693, 9071358]
[23352730, 166909107, 28473185, 50455199, 134804974]
[23352730, 79325002, 248242818, 128229141, 29305853]
[23352730, 119400816, 86172609, 205958532, 217744004]
[23352730, 119400816, 86172609, 108978886, 82271225]
[23352730, 79325002, 248242818, 128229141, 219761667]
[23352730, 176157657, 145969510, 246293864, 207230387]
[92371730, 165264122, 73616657, 64482174, 46889114]
[23352730, 176157657, 145969510, 246293864, 211687870]
[23352730, 119400816, 86172609, 108978886, 121728543]
[92371730, 165264122, 73616657, 64482174, 188471794]
[23352730, 119400816, 202357487, 243619933]
[23352730, 79325002, 248242818, 128229141, 76754974]
[23352730, 166909107, 28473185, 50455199, 103997486]
[23352730, 176157657, 145969510, 219043633, 6766132]
[92371730, 165264122, 73616657, 64482174, 35831172]
[23352730, 166909107, 28473185, 50455199, 4715713]
[23352730, 119400816, 86172609, 182731818, 14771921]
[92371730, 165264122, 73616657, 64482174, 248020993]
[23352730, 119400816, 86172609, 182731818, 75476183]
[23352730, 176157657, 145969510, 246293864, 4632816]
[23352730, 79325002, 248242818, 128229141, 213258152]
[23352730, 176157657, 145969510, 246293864, 201522517]
[23352730, 79325002, 248242818, 128229141, 35529655]
[23352730, 166909107, 28473185, 50455199, 54330043]
[23352730, 79325002, 248242818, 128229141, 26802523]
[23352730, 119400816, 86172609, 205958532, 116862846]
[23352730, 166909107, 28473185, 50455199, 203728935]
[23352730, 119400816, 86172609, 108978886, 122893191]
[23352730, 79325002, 248242818, 128229141, 128124316]
[23352730, 119400816, 86172609, 205958532, 16997874]
[23352730, 119400816, 86172609, 205958532, 71002481]
[23352730, 119400816, 202357487, 205172692]
[23352730, 166909107, 28473185, 50455199, 218271118]
[23352730, 176157657, 145969510, 246293864, 223746327]
[23352730, 119400816, 86172609, 182731818, 236922458]
[23352730, 176157657, 145969510, 246293864, 207431935]
[23352730, 166909107, 28473185, 50455199, 102834987]
[139546810, 239589720, 133551693, 25222665]
[23352730, 166909107, 28473185, 50455199, 109321583]
[23352730, 119400816, 86172609, 182731818, 240003325]
[23352730, 176157657, 145969510, 246293864, 160703537]
[23352730, 79325002, 248242818, 128229141, 41854519]
[23352730, 176157657, 145969510, 246293864, 247860814]
[139546810, 239589720, 133551693, 136742041]
[139546810, 239589720, 133551693, 244657026]
[23352730, 119400816, 202357487, 151481610]
[23352730, 119400816, 86172609, 182731818, 18129808]
[139546810, 239589720, 133551693, 178294418]
[139546810, 239589720, 133551693, 158852395]
[23352730, 79325002, 248242818, 128229141, 37848843]
[92371730, 165264122, 73616657, 64482174, 156640302]
[92371730, 165264122, 73616657, 64482174, 6127936]
[139546810, 239589720, 133551693, 37617570]
[23352730, 79325002, 248242818, 128229141, 171382765]
[23352730, 176157657, 145969510, 246293864, 18909158]
[23352730, 166909107, 28473185, 50455199, 78827446]
[139546810, 239589720, 133551693, 93919709]
[23352730, 79325002, 248242818, 128229141, 31506556]
[139546810, 239589720, 133551693, 240428308]
[23352730, 119400816, 86172609, 182731818, 17875657]
[23352730, 119400816, 86172609, 205958532, 117169241]
[23352730, 119400816, 202357487, 180794494]
[23352730, 119400816, 86172609, 108978886, 204678935]
[23352730, 79325002, 248242818, 128229141, 55484018]
[23352730, 176157657, 145969510, 246293864, 124556094]
[23352730, 176157657, 145969510, 219043633, 142047577]
[23352730, 79325002, 248242818, 128229141, 163749847]
[23352730, 119400816, 202357487, 177720010]
[139546810, 239589720, 133551693, 25607256]
[23352730, 79325002, 248242818, 128229141, 171327018]
[23352730, 166909107, 28473185, 50455199, 84679548]
[23352730, 119400816, 86172609, 205958532, 25275573]
[23352730, 166909107, 28473185, 50455199, 149609147]
[23352730, 119400816, 202357487, 232756494]
[23352730, 176157657, 145969510, 219043633, 19868916]
[23352730, 79325002, 248242818, 128229141, 95098]
[23352730, 176157657, 145969510, 219043633, 34507940]
[23352730, 176157657, 145969510, 246293864, 5710838]
[92371730, 165264122, 73616657, 64482174, 156292019]
[23352730, 176157657, 145969510, 219043633, 59803732]
[23352730, 79325002, 248242818, 128229141, 125053739]
[23352730, 119400816, 86172609, 108978886, 1822250]
[23352730, 119400816, 86172609, 108978886, 22864606]
[139546810, 239589720, 133551693, 52188587]
[23352730, 119400816, 86172609, 182731818, 115983172]
[23352730, 119400816, 86172609, 108978886, 242864643]
[139546810, 239589720, 133551693, 182197907]
[23352730, 119400816, 86172609, 205958532, 211905725]
[23352730, 166909107, 28473185, 50455199, 132355944]
[23352730, 79325002, 248242818, 128229141, 32544099]
[23352730, 176157657, 145969510, 219043633, 162500468]
[23352730, 79325002, 248242818, 128229141, 18557009]
[23352730, 119400816, 86172609, 108978886, 60435016]
[23352730, 176157657, 145969510, 246293864, 146271167]
[23352730, 176157657, 145969510, 219043633, 50124203]
[23352730, 166909107, 28473185, 50455199, 108315091]
[23352730, 119400816, 86172609, 182731818, 18931292]
[23352730, 119400816, 86172609, 205958532, 31801960]
[23352730, 176157657, 145969510, 219043633, 180235731]
[139546810, 239589720, 133551693, 69514429]
[23352730, 119400816, 86172609, 182731818, 86247916]
[139546810, 239589720, 133551693, 185943055]
[23352730, 119400816, 86172609, 182731818, 195779650]
[23352730, 119400816, 202357487, 147996434]
[23352730, 119400816, 86172609, 205958532, 58589009]
[139546810, 239589720, 133551693, 190419776]
[23352730, 119400816, 202357487, 19974452]
[23352730, 166909107, 28473185, 50455199, 61736545]
[139546810, 239589720, 133551693, 89258444]
[23352730, 166909107, 28473185, 50455199, 183005941]
[23352730, 176157657, 145969510, 219043633, 31559114]
[23352730, 176157657, 145969510, 219043633, 104251775]
[139546810, 239589720, 133551693, 143696992]
[23352730, 119400816, 202357487, 36252873]
[23352730, 119400816, 202357487, 140908654]
[23352730, 119400816, 86172609, 182731818, 232642132]
[23352730, 119400816, 86172609, 205958532, 133410945]
[23352730, 176157657, 145969510, 246293864, 232247935]
[23352730, 166909107, 28473185, 50455199, 227184406]
[23352730, 119400816, 86172609, 108978886, 26795678]
[23352730, 166909107, 28473185, 50455199, 217082606]
[23352730, 119400816, 202357487, 242425883]
[23352730, 176157657, 145969510, 219043633, 118888514]
[23352730, 176157657, 145969510, 219043633, 86892266]
[92371730, 165264122, 73616657, 64482174, 233774995]
[92371730, 165264122, 73616657, 64482174, 224429870]
[23352730, 119400816, 86172609, 182731818, 242016533]
[23352730, 119400816, 202357487, 247061147]
[23352730, 79325002, 248242818, 128229141, 216395751]
[92371730, 165264122, 73616657, 64482174, 154544544]
[23352730, 79325002, 248242818, 128229141, 72791464]
[23352730, 119400816, 86172609, 108978886, 231657572]
[23352730, 176157657, 145969510, 246293864, 109277659]
[23352730, 176157657, 145969510, 219043633, 113015671]
[23352730, 119400816, 86172609, 108978886, 131632202]
[23352730, 119400816, 86172609, 108978886, 166616209]
[23352730, 119400816, 86172609, 108978886, 221475035]
[23352730, 176157657, 145969510, 246293864, 130900038]
[23352730, 176157657, 145969510, 246293864, 195548383]
[23352730, 119400816, 86172609, 108978886, 175180666]
[23352730, 119400816, 86172609, 108978886, 135812271]
[23352730, 119400816, 202357487, 138225004]
[23352730, 119400816, 202357487, 175552415]
[23352730, 166909107, 28473185, 50455199, 57706800]
[23352730, 119400816, 86172609, 108978886, 70985587]
[139546810, 239589720, 133551693, 159144932]
[23352730, 119400816, 86172609, 182731818, 238868531]
[139546810, 239589720, 133551693, 11208215]
[23352730, 119400816, 86172609, 182731818, 130581806]
[23352730, 119400816, 86172609, 205958532, 71802585]
[23352730, 119400816, 202357487, 228025858]
[92371730, 165264122, 73616657, 64482174, 133391000]
[92371730, 165264122, 73616657, 64482174, 45580241]
[23352730, 176157657, 145969510, 246293864, 58000918]
[23352730, 166909107, 28473185, 50455199, 148758824]
[23352730, 119400816, 86172609, 205958532, 131420344]
[139546810, 239589720, 133551693, 166657391]
[23352730, 176157657, 145969510, 219043633, 194541740]
[23352730, 119400816, 86172609, 205958532, 28300818]
[23352730, 119400816, 86172609, 182731818, 56702789]
[23352730, 119400816, 86172609, 182731818, 122034243]
[23352730, 119400816, 202357487, 139621917]
[23352730, 176157657, 145969510, 219043633, 116597783]
[23352730, 119400816, 86172609, 108978886, 146412713]
[23352730, 166909107, 28473185, 50455199, 203591020]
[23352730, 119400816, 202357487, 241686274]
[23352730, 119400816, 86172609, 108978886, 28214043]
[92371730, 165264122, 73616657, 64482174, 50655942]
[23352730, 119400816, 86172609, 182731818, 226819857]
[23352730, 119400816, 86172609, 182731818, 115000227]
[23352730, 119400816, 202357487, 204512086]
[23352730, 119400816, 202357487, 39820957]
[92371730, 165264122, 73616657, 64482174, 51927709]
[23352730, 176157657, 145969510, 219043633, 39198589]
[139546810, 239589720, 133551693, 62227688]
[23352730, 176157657, 145969510, 219043633, 70332642]
[23352730, 119400816, 86172609, 108978886, 169520765]
[139546810, 239589720, 133551693, 7088184]
[139546810, 239589720, 133551693, 75938382]
[139546810, 239589720, 133551693, 77888686]
[139546810, 239589720, 133551693, 227766367]
[23352730, 119400816, 202357487, 77864470]
[23352730, 166909107, 28473185, 50455199, 181409597]
[92371730, 165264122, 73616657, 64482174, 243831919]
[92371730, 165264122, 73616657, 64482174, 189219795]
[92371730, 165264122, 73616657, 64482174, 142350567]
[92371730, 165264122, 73616657, 64482174, 118939914]
[23352730, 119400816, 86172609, 108978886, 104255890]
[139546810, 239589720, 133551693, 32711195]
[23352730, 176157657, 145969510, 246293864, 201599195]
[23352730, 119400816, 202357487, 126862052]
[23352730, 166909107, 28473185, 50455199, 240475123]
[23352730, 176157657, 145969510, 246293864, 232571383]
[23352730, 176157657, 145969510, 219043633, 169041959]
[23352730, 79325002, 248242818, 128229141, 178432130]
[92371730, 165264122, 73616657, 64482174, 157629988]
[23352730, 119400816, 86172609, 182731818, 55000806]
[92371730, 165264122, 73616657, 64482174, 177172415]
[23352730, 166909107, 28473185, 50455199, 144895063]
[23352730, 119400816, 86172609, 205958532, 205326217]
[23352730, 166909107, 28473185, 50455199, 245219892]
[23352730, 166909107, 28473185, 50455199, 168833527]
[139546810, 239589720, 133551693, 76705486]
[92371730, 165264122, 73616657, 64482174, 135153718]
[139546810, 239589720, 133551693, 110865432]
[23352730, 176157657, 145969510, 219043633, 17020601]
[23352730, 119400816, 202357487, 149745904]
[23352730, 176157657, 145969510, 246293864, 149455464]
[92371730, 165264122, 73616657, 64482174, 202526104]
[23352730, 119400816, 86172609, 205958532, 101181706]
[23352730, 119400816, 202357487, 186623795]
[23352730, 119400816, 86172609, 108978886, 228994622]
[23352730, 119400816, 86172609, 182731818, 98415413]
[23352730, 119400816, 86172609, 205958532, 149621145]
[23352730, 176157657, 145969510, 246293864, 219307135]
[92371730, 165264122, 73616657, 64482174, 218666061]
[23352730, 119400816, 86172609, 108978886, 87185162]
[23352730, 119400816, 86172609, 108978886, 64302787]
[92371730, 165264122, 73616657, 64482174, 38208310]
[23352730, 119400816, 86172609, 182731818, 1892699]
[23352730, 79325002, 248242818, 128229141, 155022068]
[23352730, 166909107, 28473185, 50455199, 111521449]
[23352730, 79325002, 248242818, 128229141, 209703085]
[23352730, 79325002, 248242818, 128229141, 96473970]
[23352730, 176157657, 145969510, 246293864, 44565670]
[23352730, 176157657, 145969510, 246293864, 42651540]
[23352730, 166909107, 28473185, 50455199, 203926179]
[139546810, 239589720, 133551693, 235098485]
[23352730, 119400816, 202357487, 67793658]
[23352730, 79325002, 248242818, 128229141, 161736303]
[23352730, 166909107, 28473185, 50455199, 28524106]
[23352730, 119400816, 86172609, 182731818, 199797597]
[23352730, 79325002, 248242818, 128229141, 166014838]
[23352730, 119400816, 202357487, 35550916]
[23352730, 166909107, 28473185, 50455199, 68663645]
[23352730, 119400816, 202357487, 78691899]
[23352730, 119400816, 86172609, 205958532, 226204080]
[23352730, 176157657, 145969510, 219043633, 98906275]
[23352730, 119400816, 86172609, 182731818, 49872782]
[23352730, 176157657, 145969510, 219043633, 129169645]
[23352730, 119400816, 86172609, 182731818, 57635612]
[23352730, 176157657, 145969510, 219043633, 98834952]
[139546810, 239589720, 133551693, 167278079]
[92371730, 165264122, 73616657, 64482174, 48503090]
[23352730, 119400816, 202357487, 109635360]
[23352730, 119400816, 202357487, 34935045]
[23352730, 79325002, 248242818, 128229141, 67069256]
[23352730, 119400816, 202357487, 96775815]
[23352730, 176157657, 145969510, 246293864, 63416176]
[23352730, 119400816, 86172609, 108978886, 102536538]
[139546810, 239589720, 133551693, 45143301]
[23352730, 79325002, 248242818, 128229141, 75288725]
[92371730, 165264122, 73616657, 64482174, 198456765]
[23352730, 119400816, 86172609, 108978886, 93202436]
[23352730, 119400816, 86172609, 205958532, 94703114]
[23352730, 119400816, 86172609, 182731818, 134307411]
[23352730, 119400816, 86172609, 182731818, 30485942]
[23352730, 176157657, 145969510, 246293864, 128606843]
[23352730, 119400816, 86172609, 182731818, 77462318]
[139546810, 239589720, 133551693, 181759322]
[23352730, 79325002, 248242818, 128229141, 20498656]
[23352730, 119400816, 86172609, 182731818, 89884841]
[139546810, 239589720, 133551693, 25902161]
[92371730, 165264122, 73616657, 64482174, 31155762]
[23352730, 176157657, 145969510, 219043633, 86053983]
[23352730, 176157657, 145969510, 246293864, 50753641]
[139546810, 239589720, 133551693, 35724116]
[23352730, 119400816, 86172609, 205958532, 146590431]
[23352730, 79325002, 248242818, 128229141, 187276779]
[139546810, 239589720, 133551693, 139000953]
[23352730, 119400816, 86172609, 108978886, 244493586]
[23352730, 166909107, 28473185, 50455199, 237481867]
[23352730, 176157657, 145969510, 246293864, 132432937]
[23352730, 119400816, 202357487, 189513850]
[139546810, 239589720, 133551693, 248066012]
[92371730, 165264122, 73616657, 64482174, 124490222]
[23352730, 166909107, 28473185, 50455199, 160434294]
[139546810, 239589720, 133551693, 248933530]
[23352730, 119400816, 202357487, 89978844]
[23352730, 119400816, 86172609, 182731818, 121303992]
[92371730, 165264122, 73616657, 64482174, 59510743]
[23352730, 166909107, 28473185, 50455199, 184430907]
[139546810, 239589720, 133551693, 138502663]
[23352730, 119400816, 202357487, 74649873]
[23352730, 79325002, 248242818, 128229141, 67230819]
[23352730, 119400816, 202357487, 54930265]
[23352730, 119400816, 202357487, 40579513]
[23352730, 119400816, 86172609, 108978886, 201017722]
[23352730, 166909107, 28473185, 50455199, 64186109]
[23352730, 79325002, 248242818, 128229141, 195696582]
[92371730, 165264122, 73616657, 64482174, 110970108]
[23352730, 166909107, 28473185, 50455199, 181846611]
[23352730, 119400816, 86172609, 205958532, 186252244]
[23352730, 119400816, 86172609, 108978886, 165161566]
[23352730, 176157657, 145969510, 246293864, 130778732]
[23352730, 119400816, 202357487, 95231380]
[23352730, 176157657, 145969510, 246293864, 155395076]
[23352730, 166909107, 28473185, 50455199, 178163469]
[92371730, 165264122, 73616657, 64482174, 202479705]
[23352730, 176157657, 145969510, 219043633, 214069264]
[23352730, 119400816, 86172609, 182731818, 137920320]
[92371730, 165264122, 73616657, 64482174, 44419558]
[92371730, 165264122, 73616657, 64482174, 172097624]
[23352730, 176157657, 145969510, 219043633, 228398253]
[23352730, 119400816, 86172609, 108978886, 196498336]
[23352730, 79325002, 248242818, 128229141, 170107165]
[23352730, 119400816, 86172609, 205958532, 123957998]
[23352730, 176157657, 145969510, 246293864, 58516602]
[139546810, 239589720, 133551693, 65023350]
[23352730, 176157657, 145969510, 219043633, 77525703]
[23352730, 119400816, 86172609, 182731818, 58895275]
[23352730, 119400816, 86172609, 108978886, 213041378]
[23352730, 176157657, 145969510, 219043633, 51045011]
[23352730, 119400816, 202357487, 128810406]
[23352730, 176157657, 145969510, 219043633, 231933253]
[23352730, 119400816, 86172609, 205958532, 117263286]
[23352730, 166909107, 28473185, 50455199, 229752208]
[23352730, 119400816, 202357487, 241225942]
[92371730, 165264122, 73616657, 64482174, 102739278]
[23352730, 79325002, 248242818, 128229141, 17043570]
[139546810, 239589720, 133551693, 223904128]
[23352730, 119400816, 86172609, 108978886, 110760301]
[23352730, 166909107, 28473185, 50455199, 24548273]
[23352730, 79325002, 248242818, 128229141, 48481415]
[92371730, 165264122, 73616657, 64482174, 45091377]
[23352730, 119400816, 202357487, 173052763]
[92371730, 165264122, 73616657, 64482174, 140292767]
[139546810, 239589720, 133551693, 178652203]
[23352730, 119400816, 86172609, 182731818, 71737756]
[23352730, 119400816, 86172609, 205958532, 166202960]
[23352730, 119400816, 86172609, 205958532, 159687021]
[23352730, 119400816, 86172609, 182731818, 109292560]
[23352730, 119400816, 86172609, 182731818, 183425308]
[23352730, 119400816, 86172609, 205958532, 216761068]
[139546810, 239589720, 133551693, 229421299]
[23352730, 119400816, 202357487, 213940795]
[23352730, 166909107, 28473185, 50455199, 69753021]
[23352730, 166909107, 28473185, 50455199, 220586955]
[23352730, 79325002, 248242818, 128229141, 169919748]
[23352730, 176157657, 145969510, 219043633, 82056739]
[23352730, 166909107, 28473185, 50455199, 130014742]
[23352730, 79325002, 248242818, 128229141, 240243361]
[92371730, 165264122, 73616657, 64482174, 166848490]
[23352730, 119400816, 86172609, 205958532, 184725843]
[23352730, 119400816, 202357487, 141244598]
[139546810, 239589720, 133551693, 215812218]
[92371730, 165264122, 73616657, 64482174, 12517428]
[92371730, 165264122, 73616657, 64482174, 63634925]
[23352730, 176157657, 145969510, 246293864, 175900258]
[23352730, 166909107, 28473185, 50455199, 233363772]
[23352730, 166909107, 28473185, 50455199, 38724573]
[23352730, 166909107, 28473185, 50455199, 9060459]
[23352730, 119400816, 86172609, 108978886, 177070756]
[23352730, 119400816, 86172609, 205958532, 203767911]
[23352730, 176157657, 145969510, 219043633, 233707636]
[23352730, 119400816, 86172609, 205958532, 21045888]
[23352730, 79325002, 248242818, 128229141, 101412567]
[139546810, 239589720, 133551693, 21652026]
[23352730, 79325002, 248242818, 128229141, 63166290]
[23352730, 119400816, 86172609, 182731818, 92668867]
[139546810, 239589720, 133551693, 147701191]
[92371730, 165264122, 73616657, 64482174, 33326395]
[23352730, 119400816, 202357487, 224242794]
[139546810, 239589720, 133551693, 43893617]
[23352730, 119400816, 202357487, 16129078]
[23352730, 166909107, 28473185, 50455199, 45187503]
[23352730, 176157657, 145969510, 246293864, 215378426]
[92371730, 165264122, 73616657, 64482174, 22112045]
[23352730, 176157657, 145969510, 219043633, 184764753]
[139546810, 239589720, 133551693, 172292973]
[23352730, 119400816, 86172609, 108978886, 239145893]
[92371730, 165264122, 73616657, 64482174, 57331521]
[23352730, 119400816, 86172609, 205958532, 178628012]
[23352730, 176157657, 145969510, 246293864, 62279041]
[139546810, 239589720, 133551693, 201436472]
[23352730, 119400816, 86172609, 182731818, 162499641]
[23352730, 119400816, 86172609, 205958532, 35970498]
[23352730, 119400816, 202357487, 222960517]
[23352730, 119400816, 202357487, 108650847]
[23352730, 176157657, 145969510, 219043633, 48576055]
[23352730, 119400816, 202357487, 116455609]
[23352730, 119400816, 202357487, 206095524]
[139546810, 239589720, 133551693, 154558432]
[139546810, 239589720, 133551693, 84147525]
[23352730, 176157657, 145969510, 219043633, 103715515]
[23352730, 119400816, 86172609, 205958532, 98048361]
[23352730, 176157657, 145969510, 219043633, 71741152]
[92371730, 165264122, 73616657, 64482174, 535220]
[139546810, 239589720, 133551693, 174505016]
[23352730, 119400816, 86172609, 205958532, 175686459]
[139546810, 239589720, 133551693, 27612590]
[23352730, 79325002, 248242818, 128229141, 154112907]
[92371730, 165264122, 73616657, 64482174, 55281353]
[23352730, 176157657, 145969510, 246293864, 80407902]
[139546810, 239589720, 133551693, 191675738]
[23352730, 119400816, 86172609, 182731818, 54944877]
[23352730, 79325002, 248242818, 128229141, 200503625]
[23352730, 176157657, 145969510, 246293864, 69953160]
[23352730, 79325002, 248242818, 128229141, 167656253]
[23352730, 166909107, 28473185, 50455199, 144291303]
[23352730, 176157657, 145969510, 246293864, 188476692]
[23352730, 166909107, 28473185, 50455199, 22322814]
[23352730, 176157657, 145969510, 219043633, 118378278]
[92371730, 165264122, 73616657, 64482174, 127120245]
[139546810, 239589720, 133551693, 229570200]
[23352730, 119400816, 86172609, 108978886, 195381012]
[23352730, 119400816, 86172609, 108978886, 189416967]
[23352730, 119400816, 86172609, 182731818, 174769041]
[23352730, 119400816, 202357487, 229513705]
[23352730, 79325002, 248242818, 128229141, 149640705]
[23352730, 79325002, 248242818, 128229141, 181357829]
[23352730, 166909107, 28473185, 50455199, 98587252]
[23352730, 119400816, 86172609, 205958532, 185143315]
[23352730, 119400816, 86172609, 108978886, 15833340]
[23352730, 166909107, 28473185, 50455199, 155326941]
[23352730, 119400816, 86172609, 182731818, 129375450]
[23352730, 119400816, 86172609, 108978886, 108427225]
[23352730, 119400816, 86172609, 108978886, 246701805]
[23352730, 119400816, 86172609, 108978886, 91901137]
[23352730, 176157657, 145969510, 219043633, 155191592]
[23352730, 119400816, 86172609, 205958532, 87757780]
[23352730, 176157657, 145969510, 219043633, 130694879]
[23352730, 79325002, 248242818, 128229141, 203127029]
[23352730, 119400816, 86172609, 108978886, 241791683]
[23352730, 119400816, 86172609, 182731818, 155736287]
[23352730, 176157657, 145969510, 219043633, 55752337]
[23352730, 176157657, 145969510, 219043633, 194319838]
[23352730, 119400816, 202357487, 157280082]
[23352730, 176157657, 145969510, 219043633, 173734403]
[23352730, 119400816, 86172609, 108978886, 41801209]
[92371730, 165264122, 73616657, 64482174, 160738846]
[139546810, 239589720, 133551693, 29453399]
[23352730, 166909107, 28473185, 50455199, 28958402]
[23352730, 79325002, 248242818, 128229141, 190701848]
[23352730, 79325002, 248242818, 128229141, 182907137]
[23352730, 176157657, 145969510, 219043633, 219343845]
[23352730, 176157657, 145969510, 219043633, 184777751]
[23352730, 176157657, 145969510, 246293864, 49863632]
[92371730, 165264122, 73616657, 64482174, 148438232]
[23352730, 79325002, 248242818, 128229141, 236195431]
[139546810, 239589720, 133551693, 50375560]
[23352730, 119400816, 86172609, 182731818, 159093270]
[23352730, 119400816, 202357487, 61328600]
[23352730, 79325002, 248242818, 128229141, 161408942]
[23352730, 119400816, 86172609, 205958532, 38518665]
[23352730, 176157657, 145969510, 219043633, 235328817]
[23352730, 166909107, 28473185, 50455199, 160881083]
[139546810, 239589720, 133551693, 163295948]
[23352730, 176157657, 145969510, 219043633, 170260005]
[23352730, 176157657, 145969510, 219043633, 875525]
[23352730, 166909107, 28473185, 50455199, 185254082]
[23352730, 166909107, 28473185, 50455199, 110893277]
[139546810, 239589720, 133551693, 175631763]
[92371730, 165264122, 73616657, 64482174, 221895905]
[23352730, 119400816, 202357487, 59895176]
[139546810, 239589720, 133551693, 7205658]
[23352730, 176157657, 145969510, 246293864, 36113175]
[23352730, 79325002, 248242818, 128229141, 221622080]
[23352730, 79325002, 248242818, 128229141, 207555316]
[23352730, 176157657, 145969510, 219043633, 59287597]
[92371730, 165264122, 73616657, 64482174, 222001366]
[23352730, 119400816, 86172609, 108978886, 216366119]
[23352730, 176157657, 145969510, 246293864, 48369788]
[139546810, 239589720, 133551693, 119465184]
[23352730, 176157657, 145969510, 246293864, 13426802]
[23352730, 79325002, 248242818, 128229141, 91663996]
[23352730, 176157657, 145969510, 219043633, 115545591]
[23352730, 119400816, 86172609, 182731818, 100403133]
[92371730, 165264122, 73616657, 64482174, 174515414]
[23352730, 176157657, 145969510, 246293864, 45465287]
[23352730, 176157657, 145969510, 246293864, 130665475]
[23352730, 79325002, 248242818, 128229141, 158174116]
[23352730, 176157657, 145969510, 246293864, 160909306]
[23352730, 176157657, 145969510, 246293864, 42814509]
[23352730, 176157657, 145969510, 246293864, 171305117]
[92371730, 165264122, 73616657, 64482174, 59409217]
[23352730, 166909107, 28473185, 50455199, 137196795]
[92371730, 165264122, 73616657, 64482174, 185823225]
[23352730, 79325002, 248242818, 128229141, 225305403]
[23352730, 119400816, 86172609, 205958532, 31844976]
[23352730, 119400816, 86172609, 108978886, 188679768]
[139546810, 239589720, 133551693, 122404408]
[23352730, 119400816, 86172609, 108978886, 140075824]
[23352730, 119400816, 86172609, 182731818, 76163987]
[23352730, 166909107, 28473185, 50455199, 59195684]
[23352730, 166909107, 28473185, 50455199, 207977745]
[23352730, 119400816, 86172609, 182731818, 234025102]
[23352730, 119400816, 86172609, 108978886, 203014003]
[23352730, 176157657, 145969510, 219043633, 52568697]
[139546810, 239589720, 133551693, 27018216]
[23352730, 79325002, 248242818, 128229141, 77706478]
[23352730, 176157657, 145969510, 246293864, 140926420]
[23352730, 119400816, 202357487, 107532434]
[92371730, 165264122, 73616657, 64482174, 213093068]
[23352730, 176157657, 145969510, 246293864, 166481342]
[23352730, 119400816, 86172609, 108978886, 57449288]
[139546810, 239589720, 133551693, 130173379]
[92371730, 165264122, 73616657, 64482174, 41547335]
[23352730, 79325002, 248242818, 128229141, 80864122]
[23352730, 79325002, 248242818, 128229141, 130230965]
[23352730, 176157657, 145969510, 246293864, 231800178]
[23352730, 176157657, 145969510, 219043633, 147493700]
[23352730, 119400816, 202357487, 40659731]
[23352730, 119400816, 86172609, 108978886, 122196953]
[23352730, 176157657, 145969510, 246293864, 136261907]
[23352730, 176157657, 145969510, 219043633, 241599737]
[23352730, 119400816, 86172609, 182731818, 164889592]
[23352730, 119400816, 86172609, 205958532, 209263699]
[23352730, 176157657, 145969510, 219043633, 172879403]
[23352730, 119400816, 86172609, 205958532, 25502120]
[23352730, 176157657, 145969510, 246293864, 128923974]
[139546810, 239589720, 133551693, 66399674]
[23352730, 119400816, 202357487, 24216140]
[23352730, 79325002, 248242818, 128229141, 234743254]
[23352730, 119400816, 86172609, 108978886, 8765279]
[23352730, 176157657, 145969510, 246293864, 221560452]
[23352730, 79325002, 248242818, 128229141, 48229683]
[23352730, 119400816, 86172609, 205958532, 29429574]
[23352730, 119400816, 202357487, 2226932]
[23352730, 176157657, 145969510, 246293864, 41663301]
[23352730, 119400816, 86172609, 182731818, 156722751]
[23352730, 119400816, 86172609, 108978886, 181064364]
[23352730, 79325002, 248242818, 128229141, 88236516]
[23352730, 176157657, 145969510, 219043633, 199119730]
[23352730, 176157657, 145969510, 219043633, 140110082]
[23352730, 176157657, 145969510, 246293864, 105237033]
[92371730, 165264122, 73616657, 64482174, 244293164]
[23352730, 176157657, 145969510, 246293864, 5267853]
[23352730, 119400816, 86172609, 205958532, 55377265]
[23352730, 119400816, 86172609, 182731818, 147632808]
[23352730, 119400816, 202357487, 178366062]
[23352730, 176157657, 145969510, 246293864, 38208354]
[23352730, 119400816, 202357487, 70097225]
[23352730, 119400816, 86172609, 205958532, 173164891]
[23352730, 176157657, 145969510, 246293864, 75637710]
[92371730, 165264122, 73616657, 64482174, 237804778]
[92371730, 165264122, 73616657, 64482174, 180063923]
[23352730, 119400816, 202357487, 86609746]
[23352730, 119400816, 86172609, 205958532, 89419733]
[92371730, 165264122, 73616657, 64482174, 98879520]
[23352730, 176157657, 145969510, 219043633, 156090487]
[23352730, 176157657, 145969510, 246293864, 40615849]
[92371730, 165264122, 73616657, 64482174, 129877524]
[23352730, 119400816, 86172609, 205958532, 21824876]
[23352730, 119400816, 86172609, 108978886, 81301816]
[92371730, 165264122, 73616657, 64482174, 105804373]
[23352730, 176157657, 145969510, 219043633, 44915138]
