[23352730, 119400816, 86172609, 205958532]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 76217077]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 106604851]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 216906460]
[23352730, 119400816, 86172609, 205958532, 163984791]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 36005577]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 70133669]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 48386569]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 87461774]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 98468278]
[23352730, 119400816, 86172609, 205958532, 36410727]
[23352730, 119400816, 86172609, 205958532, 77626977]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 240778060]
[23352730, 119400816, 86172609, 205958532, 20195362]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 11601962]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 133302582]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 14335158]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 135183704]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 191029172]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 16095948]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 40755335]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 81420855]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 187709455]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 69295122]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 230665378]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 216035657]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 23405476]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 97165440]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 221553933]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 125280169]
[23352730, 119400816, 86172609, 205958532, 170856566]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 32254231]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 246306746]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 58290928]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 145529725]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 90398683]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 239558572]
[23352730, 119400816, 86172609, 205958532, 226314581]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 79008610]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 20906189]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 154280053]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 8760276]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 158473483]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 109176634]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 196959648]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 16874645]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 144222095]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 153098030]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 109539382]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 97034795]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 212011873]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 29056973]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 89329249]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 241332013]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 175506873]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 27074837]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 184549474]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 229202345]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 141536393]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 15687047]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 221345396]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 5931212]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 134167991]
[23352730, 119400816, 86172609, 205958532, 67071860]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 161898435]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 119220266]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 69262466]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 8724179]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 12406278]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 43183608]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 128660298]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 68681519]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 155286406]
[23352730, 119400816, 86172609, 205958532, 29923570]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 100838149]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 14543439]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 205420517]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 103545788]
[23352730, 119400816, 86172609, 205958532, 187752996]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 28505161]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 200017890]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 204309882]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 7553080]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 29069016]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 29191471]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 189050459]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 89088569]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 78999924]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 39732495]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 146768717]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 56411582]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 147694179]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 122921449]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 230363611]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 73850017]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 246326282]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 49059581]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 192242519]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 81710142]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 106004681]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 165805214]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 34618646]
[23352730, 119400816, 86172609, 205958532, 35892735]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 24254691]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 96590238]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 176277414]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 86954027]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 153643842]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 22389073]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 22665399]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 27055016]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 81966879]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 78326685]
[23352730, 119400816, 86172609, 205958532, 129705329]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 90912495]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 136059515]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 210309914]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 180530130]
[23352730, 119400816, 86172609, 205958532, 149800128]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 81218377]
[23352730, 119400816, 86172609, 205958532, 203473600]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 4810932]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 17891972]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 112043812]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 194915743]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 181906541]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 155699824]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 89178526]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 41234448]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 197534134]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 59907167]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 170142394]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 26800400]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 148717410]
[23352730, 119400816, 86172609, 205958532, 122340331]
[23352730, 119400816, 86172609, 205958532, 109201153]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 115698027]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 197712190]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 116121163]
[23352730, 119400816, 86172609, 205958532, 57532547]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 279360]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 205014941]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 226369011]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 201274200]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 26657330]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 130604482]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 225108801]
[23352730, 119400816, 86172609, 205958532, 112170250]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 46031921]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 176602577]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 154166018]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 171451292]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 77052285]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 1517425]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 42525987]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 236871889]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 80697621]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 153882294]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 239581014]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 242330154]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 114536951]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 29473821]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 247855183]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 196265432]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 13323921]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 123380854]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 130967193]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 79842502]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 28027078]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 105833673]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 98227101]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 20651386]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 121327501]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 62762674]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 61436695]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 12843400]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 215488149]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 209667224]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 79917521]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 158167769]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 19489166]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 186918608]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 215280593]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 186639649]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 142476402]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 34629055]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 106790735]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 177123208]
[23352730, 119400816, 86172609, 205958532, 22226923]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 49229196]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 29855398]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 64643186]
[23352730, 119400816, 86172609, 205958532, 114880504]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 215261018]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 18900343]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 59669466]
[23352730, 119400816, 86172609, 205958532, 183382644]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 46216602]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 72639667]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 225586505]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 207024862]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 21603377]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 219165070]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 185815026]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 42983899]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 39638094]
[23352730, 119400816, 86172609, 205958532, 224003246]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 203700686]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 22264684]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 214298788]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 124711656]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 46675817]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 22291897]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 3914070]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 101372722]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 247223356]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 4000797]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 55572326]
[23352730, 119400816, 86172609, 205958532, 133879174]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 246637111]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 223089858]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 99058381]
[23352730, 119400816, 86172609, 205958532, 39141844]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 183820729]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 247783846]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 85555766]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 186808773]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 130445215]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 161297269]
[23352730, 119400816, 86172609, 205958532, 18069679]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 39117210]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 247652814]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 61790476]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 72267808]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 47559377]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 74175425]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 61891334]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 223235204]
[23352730, 119400816, 86172609, 205958532, 40977032]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 60313081]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 237631308]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 25974660]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 222255825]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 111180870]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 25998795]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 168780758]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 229875257]
[23352730, 119400816, 86172609, 205958532, 137566132]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 33493506]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 236589102]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 58823400]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 195728691]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 208234245]
[23352730, 119400816, 86172609, 205958532, 173276812]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 177274266]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 24540915]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 79967157]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 66025487]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 60263917]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 85729249]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 69324616]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 113345855]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 76618189]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 38665134]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 89889484]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 151618302]
[23352730, 119400816, 86172609, 205958532, 116057930]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 209501566]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 178790269]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 180317505]
[23352730, 119400816, 86172609, 205958532, 99460009]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 223149569]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 3959036]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 59077196]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 194759761]
[23352730, 119400816, 86172609, 205958532, 152028403]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 195098970]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 242843017]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 92142613]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 126424121]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 81305039]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 203320757]
[23352730, 119400816, 86172609, 205958532, 243842841]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 199347898]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 159343658]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 227096535]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 234226252]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 227906127]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 124099178]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 229632113]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 146272139]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 84675745]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 115217276]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 64080722]
[23352730, 119400816, 86172609, 205958532, 103106967]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 151408191]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 49581522]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 65326423]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 102363553]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 138172296]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 66725911]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 197796131]
[23352730, 119400816, 86172609, 205958532, 116766292]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 3029715]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 27078123, 75849464]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 66327771]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 154816560]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 54179721]
[23352730, 119400816, 86172609, 205958532, 134687142]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 124182758]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 216687211]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 41265313]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 195180306]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 201347135]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 231471560]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 212697885]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 203864034]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 174662704]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 409331]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 35281704]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 41514758]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 47093675]
[23352730, 119400816, 86172609, 205958532, 112350347]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 175753555]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 237310128]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 175329535]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 172377615]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 226285007]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 82062191]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 165216154]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 50876821]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 227998008]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 106776287]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 26421179]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 163998041]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 193290707]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 172570173]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 71889833]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 145899344]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 186763217]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 70420583]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 37065540]
[23352730, 176157657, 145969510, 246293864, 104383446, 47297153, 160752691, 143050899]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 181115258]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 67630030]
[23352730, 119400816, 86172609, 205958532, 219666483]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 108739484]
[23352730, 176157657, 145969510, 246293864, 201862725, 68137164, 179974900, 113957619]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 172634372, 122781160]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 7464513]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 24270144]
[23352730, 176157657, 145969510, 246293864, 201862725, 206116010, 61109801, 65751350]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 112429105]
[23352730, 176157657, 145969510, 219043633, 51510763, 75533114, 113600681, 187778770]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 87657894]
[23352730, 119400816, 86172609, 205958532, 148799701, 194570982, 16291857, 207720309]
[23352730, 119400816, 86172609, 205958532, 12689819, 2401832, 161328299]
[23352730, 176157657, 145969510, 246293864, 201862725, 24667785, 136462526, 94006423]
