[204923669, 50635880, 156536157, 126285967, 21834830, 180576998, 75185841]
[245186357, 51214878, 45978248, 68718653, 53016227, 191344695, 144016071, 160316685]
[63174497, 133172007, 24939800, 84590400, 166313817, 43150147, 32681888, 185778831]
[96343362, 100486110, 213236602, 24901115, 78767254, 145490069, 2034489, 16499469]
[205226715, 161852671, 153828978, 10844735, 75121201, 44882691, 126452884, 200739291]
[231488027, 32101784, 127865537, 154034083, 68103002, 244309041, 202762300, 107174713]
[167760064, 204843996, 95512637, 45367527, 115234142, 188581374, 15657693, 25630015]
[231488027, 32101784, 127865537, 154034083, 43864096, 182112868, 139968180, 127901872]
[31297005, 54490622, 234779012, 62975425, 58718573, 113499629, 711472, 116389874]
[82212583, 193617759, 234025706, 191404075, 129081823, 119423574, 116948579, 162805059]
[245186357, 33815929, 103613504, 216015871, 122861351, 235904624, 203746965, 240832528]
[211316160, 37095821, 218824995, 195689234, 140570499, 34767958, 35385481, 158001847]
[74329510, 124765354, 49009538, 121122981, 200777138, 84966317, 164660846, 67546824]
[76710225, 167739046, 165438592, 16815147, 19314675, 158416306, 133581253, 17821245]
[208401552, 123724305, 159653775, 168513786, 123512653, 165063273, 113810489, 215982728]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 3999665, 27734681]
[205972194, 86177255, 137657541, 146101519, 168690798, 230513638, 78253472, 40398894]
[141361673, 162202163, 126094098, 3400892, 211723192, 125356244, 94406621, 245945698]
[149835576, 242201754, 54858429, 191509134, 142982127, 229375765, 229566587, 217574081]
[205226715, 6410317, 156606069, 650760, 246643247, 34091982, 22172812, 101625111]
[76832338, 137469819, 68844311, 205714096, 105005002, 222273104, 36608437, 53346882]
[213112826, 25516838, 152287638, 51081692, 208711471, 1648887, 156895520, 165358189]
[213112826, 25516838, 8960197, 80019682, 108974184, 179558461, 137482744, 182440728]
[139407978, 206633498, 21411166, 124608406, 91539049, 39755596, 61185015]
[121690776, 115201947, 136745825, 178417372, 76493427, 231145039, 114150235, 90849265]
[141361673, 162202163, 126094098, 3400892, 211723192, 25799309, 116016129, 240185402]
[28939697, 83720688, 206122823, 229232565, 190821053, 123352247, 211311800, 220172117]
[54792871, 223562163, 178724447, 154157943, 58075540, 192192291, 236972653, 77609815]
[108906837, 199773189, 190953520, 234574556, 44085690, 30167291, 183913652, 181576663]
[28939697, 123364048, 231894319, 163193455, 123375749, 26146262, 56173904, 73419342]
[22619776, 15424767, 102941135, 61285663, 212578573, 228040875, 207888121, 188951245]
[49986552, 151382489, 61990312, 150003870, 89323960, 150324373, 171312867, 91363849]
[20649053, 38514294, 144814434, 103298105, 129326637, 240515479, 162832109, 164138304]
[239554898, 102907710, 132452821, 124460660, 126077318, 58415226, 87739953, 58411227]
[121690776, 115201947, 136745825, 178417372, 97627083, 63008345, 11065761, 171093177]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 200110544, 155772310]
[82205394, 222031531, 97617751, 152489962, 54596810, 178624284, 67010874, 245315861]
[211510271, 40815467, 175548497, 2406097, 170068134, 204329202, 247553851, 166013476]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 124801332, 156704980]
[74329510, 39112394, 143983921, 14633437, 31883744, 64678772, 138369111, 240546403]
[205972194, 86177255, 137657541, 146101519, 155170494, 56151626, 212082330, 15153966]
[169367494, 62025314, 17623635, 73212051, 123572982, 188772699, 107185884, 173386601]
[211316160, 37095821, 218824995, 2668282, 741655, 14291320, 179155912, 71404084]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 47938141, 110409811]
[106261171, 126184161, 158442460, 135365713, 79605077, 115182029, 28516977, 11778924]
[106261171, 44990710, 84180592, 123440078, 138510609, 86977167, 105846508, 84956769]
[173377106, 227979404, 182624742, 133017748, 129440306, 146250908, 233428045, 122232291]
[18782487, 180228062, 32306155, 109696314, 212918201, 217819108, 145895292, 59330605]
[177119877, 214819640, 128621318, 19342724, 243784842, 54985016, 136666481, 58892309]
[80810737, 60516862, 185720481, 143117713, 112980157, 230861365, 178872119, 59289294]
[211510271, 200640855, 93455200, 97370272, 140706900, 37659594, 25631146, 72925645]
[245186357, 56476491, 21738255, 97185163, 192049182, 106803991, 67334813, 44400784]
[204923669, 76676678, 234138976, 147969585, 248337934, 105391403, 60233636, 247974201]
[128396256, 156921189, 237060631, 191130671, 154624531, 56079660, 225451729, 188429059]
[10106479, 70087705, 47329919, 126566423, 158179018, 72330446, 144392572, 175759906]
[32676012, 39276597, 190035849, 152439496, 159881803, 152000630, 20575312, 73603874]
[104573498, 192955018, 133710613, 172965008, 51974564, 152070860, 76656826, 153377914]
[211804832, 138574305, 94342188, 23325149, 239267654, 118729104, 228865952, 187106827]
[31297005, 54490622, 234779012, 62975425, 58718573, 113499629, 711472, 80231868]
[8685447, 234393374, 146940291, 140624781, 246335260, 224481067, 46715651, 216031173]
[22619776, 15424767, 102941135, 61285663, 212578573, 228040875, 207888121, 163192691]
[245186357, 104175749, 170891995, 212154307, 241205060, 104720484, 111378240, 138291300]
[205972194, 61946850, 217597649, 241053092, 207493512, 95786447, 185105091, 62928379]
[76710225, 167739046, 165438592, 16815147, 19314675, 158416306, 133581253, 214727406]
[72760936, 3767875, 33619245, 132662969, 42248108, 54682127, 145872992, 117665869]
[205972194, 61946850, 32802042, 172129796, 159489605, 37610409, 78212502, 135147899]
[240973929, 83532539, 32527346, 120930986, 180608117, 100862409, 210257841, 10770961]
[27154418, 2070364, 154566045, 21988525, 243869587, 149193960, 58561230, 64836109]
[240973929, 83097505, 20780799, 235045094, 186224175, 30152393, 147838150, 142081643]
[211804832, 138574305, 94342188, 23325149, 239267654, 123812024, 64267331, 182943824]
[204318514, 96260484, 124198569, 82290644, 227716861, 7485663, 234525365, 89320609]
[173377106, 227979404, 182624742, 133017748, 129440306, 146250908, 191726052, 55533004]
[205972194, 86177255, 137657541, 216106120, 120372757, 54645605, 241480832, 52496321]
[106261171, 44990710, 84180592, 123440078, 138510609, 159390731, 128055347, 41840142]
[167539219, 192052900, 155852712, 6691973, 116591697, 133571660, 101024200, 219624838]
[10106479, 190143267, 31611117, 94571194, 21464962, 227007863, 62749061, 45230585]
[96343362, 100486110, 213236602, 24901115, 161745545, 163485936, 217140726, 17784312]
[208230092, 214761888, 193867375, 85227644, 238283386, 98575776, 17535003, 127098019]
[245186357, 33815929, 81317813, 149728072, 110885945, 66745182, 172388343, 67914430]
[205972194, 61946850, 32802042, 172129796, 159489605, 37610409, 84337456, 218538708]
[104573498, 192955018, 133710613, 172965008, 169947045, 16883916, 66884890, 187639737]
[169367494, 62025314, 17623635, 179294472, 217840414, 54532879, 75398519, 80749386]
[22619776, 15424767, 239664794, 38863699, 238141909, 23912176, 33494953, 40300012]
[121690776, 115201947, 136745825, 178417372, 97627083, 63008345, 240349780, 63483083]
[117485685, 247239338, 58098803, 157858273, 62163854, 65760436, 197573113, 182632437]
[213112826, 25516838, 152287638, 51081692, 208711471, 233060846, 57629758, 76246346]
[96343362, 100486110, 213236602, 24901115, 78767254, 145490069, 32482143, 129587633]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 145033929, 186933600]
[188932858, 115146698, 234256803, 182262024, 72672066, 117764383, 230572384, 165354117]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 174986052, 186880614]
[240973929, 83532539, 32527346, 120930986, 180608117, 196195426, 25989321, 175756963]
[177119877, 214819640, 128621318, 58882810, 43671752, 226531916, 34969733, 161107141]
[211804832, 138574305, 56455960, 132113199, 84950288, 244765607, 144626762, 53348392]
[155906635, 180949973, 155674107, 155094970, 1014143, 154626397, 31248935, 5522671]
[239554898, 102907710, 132452821, 124460660, 126077318, 58415226, 72881335, 99503759]
[245186357, 179224212, 67875021, 188951933, 248882419, 148415863, 171001754, 179169272]
[10379212, 12391743, 5269103, 90783180, 38946337, 121333767, 225679952, 30365436]
[76710225, 167739046, 165438592, 16815147, 121368087, 246677501, 49660219, 49984052]
[231488027, 32101784, 95034900, 50625588, 202706349, 238879684, 161581670, 122620696]
[28939697, 123364048, 231894319, 163193455, 5948702, 240481288, 229831928, 3795547]
[148907630, 26611378, 223997019, 240216130, 221744445, 234465461, 214137185, 192736988]
[72760936, 3767875, 33619245, 132662969, 17340775, 176750230, 47676435, 97525406]
[174915493, 151627699, 106916648, 112520101, 118252854, 167816199, 139467619, 32486712]
[233481409, 223580591, 238456769, 130830529, 120881427, 153950788, 32503265, 84935561]
[205972194, 86177255, 137657541, 216106120, 120372757, 139542613, 234459856, 236796310]
[82212583, 193617759, 234025706, 196862795, 8436367, 66950703, 124649207, 148753003]
[167539219, 192052900, 155852712, 149499948, 67629781, 47243179, 187508606, 16745380]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 229178962, 40317626]
[211510271, 40815467, 12295450, 74057130, 91055803, 206864920, 153222270, 68231377]
[82212583, 193617759, 234025706, 191404075, 129081823, 51682619, 24255618, 223829023]
[49431804, 239753856, 105078153, 54419308, 4649185, 233269283, 76572744, 182651567]
[205972194, 86177255, 137657541, 216106120, 180801689, 105694761, 228412029, 73705971]
[150812197, 207907728, 45493282, 10744960, 70592574, 85420583, 79985699, 145873784]
[231488027, 32101784, 127865537, 154034083, 149148096, 67900545, 48326258, 45966791]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 23336134, 126066098]
[188932858, 115146698, 234256803, 209034558, 68471112, 9428764, 68565007, 105189736]
[239554898, 102907710, 132452821, 243389068, 172961109, 101671279, 37497841, 181706340]
[167539219, 192052900, 155852712, 6691973, 11106508, 62899115, 145700613, 11274803]
[211510271, 40815467, 175548497, 2406097, 170068134, 40290002, 187190191, 87920297]
[82212583, 193617759, 234025706, 141485732, 2507358, 151560541, 209377696, 54231116]
[139255779, 117323211, 186374400, 7935869, 31412910, 127723943, 115248910, 56196806]
[205972194, 86177255, 137657541, 146101519, 168690798, 230513638, 177877701, 109534255]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 7582571, 158625102]
[208401552, 123724305, 159653775, 168513786, 123512653, 194283566, 125701052, 197637990]
[10106479, 48368057, 101287106, 26137914, 37677254, 191925753, 239419304, 2231078]
[104573498, 192955018, 133710613, 172965008, 51974564, 152070860, 234768173, 163516825]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 98779845, 12643131]
[205972194, 61946850, 217597649, 241053092, 207493512, 140352509, 131751322, 104413162]
[121975721, 42062284, 19586029, 62150434, 204748696, 36212687, 82941822, 159150664]
[218542507, 210706211, 73665838, 242370252, 199101112, 242479614, 131052491, 156292031]
[139255779, 117323211, 86191772, 75266315, 40127837, 160970938, 121896146, 196686416]
[173377106, 227979404, 182624742, 133017748, 129440306, 156336779, 166718684, 106784962]
[60417925, 159601639, 183311976, 179543640, 195441151, 208024229, 11338455, 175303718]
[49986552, 151382489, 61990312, 150003870, 89323960, 150324373, 128130972, 105746746]
[204923669, 76676678, 234138976, 147969585, 248337934, 105391403, 60233636, 248793557]
[74329510, 124765354, 49009538, 121122981, 200777138, 84966317, 164660846, 137074948]
[213112826, 25516838, 152287638, 224047741, 246519967, 225391265, 248872991, 15288344]
[139255779, 117323211, 86191772, 75266315, 40127837, 160970938, 121896146, 13508018]
[210253789, 186269903, 135252581, 53641965, 141041636, 16802326, 20886005, 162140361]
[239554898, 102907710, 132452821, 2713632, 132983796, 103017319]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 93393267, 99217153]
[22619776, 15424767, 239664794, 38863699, 238141909, 167137957, 111416897, 15524772]
[82212583, 193617759, 234025706, 191404075, 129081823, 51682619, 91905333, 90764380]
[74329510, 39112394, 1072059, 123327512, 144719941, 87757679, 20807531, 19024330]
[243854923, 131996813, 143905498, 165837514, 82942815, 184460720, 1127405, 105067702]
[22619776, 15424767, 239664794, 38863699, 238141909, 203648613, 106278734, 123562971]
[10106479, 70087705, 47329919, 126566423, 158179018, 72330446, 144392572, 159598761]
[211510271, 40815467, 175548497, 2406097, 170068134, 204329202, 5970017, 190942608]
[233481409, 223580591, 238456769, 130830529, 120881427, 153950788, 71907600, 24198150]
[24231581, 15527440, 39151893, 25965014, 86236280, 128784748, 189690242, 231833860]
[139407978, 206633498, 130022095, 143396415, 120793968, 206822114, 4641070]
[189558414, 165918446, 240176469, 152623937, 7814976, 79398008, 14815283, 148219517]
[150812197, 207907728, 45493282, 10744960, 214953366, 172007196, 108039362, 153812996]
[205972194, 86177255, 137657541, 146101519, 155170494, 56151626, 128923372, 98784879]
[211316160, 37095821, 218824995, 2668282, 69308388, 7611215, 230270253, 66697030]
[74329510, 124765354, 49009538, 121122981, 177632572, 20696841, 93907333, 21861363]
[82212583, 193617759, 234025706, 141485732, 2507358, 21408970, 127218044, 39564896]
[233481409, 223580591, 238456769, 130830529, 120881427, 153950788, 32503265, 88529214]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 88958559, 171694318]
[139407978, 206633498, 130022095, 143396415, 120793968, 206822114, 186748513]
[139407978, 206633498, 21411166, 153971412, 14453219, 205991779, 198872052]
[204318514, 96260484, 124198569, 82290644, 146804374, 45330786, 93588566, 13467655]
[10379212, 12391743, 5269103, 90783180, 145570068, 194897869, 60494974, 189016144]
[208401552, 123724305, 159653775, 168513786, 123512653, 194283566, 2000264, 125482076]
[96343362, 100486110, 213236602, 24901115, 78767254, 145490069, 32482143, 163361093]
[139407978, 206633498, 130022095, 143396415, 95924319, 200975836, 4285018]
[197930535, 234635560, 135700399, 208435667, 4115680, 182324748, 96097004, 123036481]
[54792871, 223562163, 178724447, 99504548, 56784500, 84725301, 148640077, 98484909]
[116640107, 175919948, 230396891, 219625776, 73566686, 101502148, 80472829, 233625573]
[205972194, 86177255, 137657541, 146101519, 155170494, 56151626, 128923372, 75410871]
[75857740, 82351932, 215992635, 214948612, 246690652, 187169141, 137052395, 223770527]
[8685447, 234393374, 146940291, 140624781, 246335260, 224481067, 46715651, 220301531]
[188932858, 115146698, 234256803, 182262024, 72672066, 117764383, 230572384, 75842930]
[108906837, 199773189, 190953520, 234574556, 115381386, 146203192, 224486329, 217406363]
[24231581, 15527440, 39151893, 25965014, 86236280, 128784748, 5784953, 101823244]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 239552726, 140574248]
[188932858, 122049085, 88071880, 148193554, 247541650, 25850219, 170610930, 70198102]
[141361673, 190697245, 163142798, 67212929, 188214014, 125664087, 233206437, 71605988]
[10106479, 70087705, 47329919, 31541172, 198863478, 95011535, 164585627, 202464708]
[245186357, 179224212, 177971497, 122788728, 120240893, 156194464, 37796243, 144498073]
[139255779, 10547589, 17697623, 184429220, 146187085, 111837316, 157126391, 161062422]
[141361673, 162202163, 126094098, 199663624, 205582678, 154786442, 58283846, 164505919]
[150812197, 207907728, 45493282, 10744960, 214953366, 172007196, 108039362, 138792742]
[82205394, 222031531, 97617751, 152489962, 130177036, 235626745, 203717300, 46610273]
[219868898, 21390277, 239043661, 155644933, 41682843, 202146397, 727537, 199578471]
[24231581, 15527440, 143956946, 50145329, 193164284, 163050343, 206194990, 69897367]
[205972194, 86177255, 137657541, 216106120, 155227982, 57938589, 202002588, 203477801]
[121690776, 115201947, 136745825, 178417372, 76493427, 65754466, 11823110, 242357153]
[82212583, 193617759, 234025706, 141485732, 2507358, 21408970, 197771256, 67285972]
[121690776, 115201947, 136745825, 178417372, 175589778, 126220453, 55889007, 78514581]
[167760064, 204843996, 95512637, 45367527, 115234142, 188581374, 15657693, 44041722]
[155906635, 180949973, 155674107, 155094970, 1014143, 154626397, 31248935, 49573279]
[205972194, 61946850, 217597649, 241053092, 207493512, 204277405, 186595763, 35331605]
[72760936, 3767875, 33619245, 132662969, 42248108, 54682127, 238644859, 37377322]
[141361673, 162202163, 126094098, 3400892, 211723192, 25799309, 19062108, 107800029]
[82212583, 193617759, 234025706, 141485732, 2507358, 151560541, 47776341, 169790264]
[96343362, 100486110, 213236602, 24901115, 59383252, 121095923, 87160872, 219644057]
[18782487, 180228062, 32306155, 99137953, 31715291, 14009646, 243126359, 121916244]
[205972194, 86177255, 137657541, 216106120, 155227982, 57938589, 202002588, 58455562]
[131161949, 182719904, 31830738, 163263028, 89837460, 206520920, 162905630, 45313611]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 93393267, 240551854]
[112655291, 19209424, 78637201, 3582407, 3968327, 29627680, 161197461, 13058385]
[185021265, 120449815, 33146577, 203946957, 87519768, 196055132, 104119535, 147295575]
[76710225, 167739046, 165438592, 117465674, 153838766, 49138160, 20066594, 133684541]
[205972194, 86177255, 137657541, 216106120, 120372757, 36816577, 68579925, 50701541]
[214976764, 232135327, 176113184, 89104064, 116885512, 240348621, 124590928, 9104481]
[139407978, 206633498, 150172527, 103425566, 134660567, 177832293, 157219350]
[121690776, 115201947, 136745825, 178417372, 107764572, 248009027, 142512266, 31106489]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 100776572, 45417940]
[128396256, 156921189, 237060631, 191130671, 154624531, 56079660, 200999116, 57074205]
[205972194, 86177255, 137657541, 146101519, 168690798, 230513638, 73131348, 120789826]
[76710225, 167739046, 165438592, 117465674, 153838766, 49138160, 20066594, 129188327]
[167539219, 192052900, 155852712, 6691973, 11106508, 179534136, 166976863, 167307665]
[82212583, 193617759, 234025706, 196862795, 8436367, 9518221, 223799682, 212126087]
[188932858, 122049085, 88071880, 148193554, 247541650, 25850219, 170610930, 133891298]
[195122300, 8092110, 93657706, 99431903, 106994832, 246536227, 206164695, 102183218]
[167539219, 192052900, 155852712, 6691973, 11106508, 62899115, 145700613, 206115449]
[150812197, 207907728, 45493282, 10744960, 70592574, 85420583, 79985699, 70466091]
[205972194, 86177255, 137657541, 146101519, 168690798, 230513638, 177877701, 42035404]
[139407978, 28655380, 221952859, 128925738, 170695932, 177876861, 163319636, 115218634]
[218542507, 27686776, 57877320, 242250743, 125087554, 224366383, 68031730, 26509065]
[163813705, 243210101, 156158070, 49290041, 245410968, 172777468, 39310246, 43730389]
[213112826, 25516838, 8960197, 80019682, 108974184, 238793631, 148390383, 225011780]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 222294808, 227853909]
[31297005, 54490622, 234779012, 62975425, 58718573, 113499629, 8616269, 60127367]
[245186357, 51214878, 45978248, 155615916, 138977991, 41930122, 111473175, 71187589]
[149835576, 242201754, 54858429, 191509134, 24641710, 130094726, 177005776, 75283865]
[149835576, 242201754, 54858429, 191509134, 142982127, 229375765, 229566587, 207438370]
[139255779, 10547589, 17697623, 184429220, 146187085, 111837316, 76270412, 163096783]
[169313277, 9510243, 54726766, 82023249, 180063763, 119146584, 219050698, 10712912]
[184452350, 117534910, 86206692, 212275701, 208750326, 49386487, 245196297, 156161614]
[102428331, 177733082, 135289906, 68475443, 4374258, 6438929, 12372474, 4213675]
[139407978, 92142634, 167501510, 243494623, 146599740, 247187873, 29523663, 42886198]
[22619776, 15424767, 102941135, 61285663, 96312587, 111443785, 152713665, 8363235]
[28939697, 123364048, 231894319, 154778647, 193962753, 93622992, 176234537, 200242909]
[233481409, 223580591, 238456769, 130830529, 120881427, 153950788, 32503265, 241007076]
[245186357, 33815929, 103613504, 131014127, 35749492, 108821263, 166378542, 129975658]
[22619776, 15424767, 239664794, 38863699, 238141909, 203648613, 106278734, 211017182]
[82205394, 222031531, 97617751, 152489962, 130177036, 235626745, 203717300, 4093272]
[167539219, 192052900, 155852712, 211348323, 132577636, 86947648, 130432837, 146247812]
[240973929, 83097505, 20780799, 235045094, 186224175, 30152393, 89650095, 69052723]
[139407978, 206633498, 21411166, 124608406, 31227063, 134192796, 156869188]
[205972194, 86177255, 137657541, 146101519, 168690798, 230513638, 22541175, 117135683]
[28939697, 123364048, 185338091, 149308887, 5717218, 11766433, 224990042, 172979560]
[28939697, 83720688, 206122823, 229232565, 63268197, 197346838, 202459749, 147942780]
[141361673, 162202163, 65247730, 57642163, 92658966, 73828899, 178498817, 147015120]
[205226715, 161852671, 153828978, 10844735, 75121201, 96730785, 171609901, 98499716]
[121690776, 115201947, 136745825, 178417372, 175589778, 225969016, 108868664, 186329931]
[48016099, 12649474, 85854525, 239778369, 160247968, 140492415, 81194768, 159377074]
[188932858, 122049085, 88071880, 148193554, 247541650, 25850219, 170610930, 122612069]
[32676012, 195138918, 178653906, 89148184, 164346081, 115896383, 5100464, 103442166]
[174915493, 10216631, 201309610, 189355295, 85436470, 209905581, 207136400, 204990984]
[18782487, 180228062, 32306155, 99137953, 31715291, 215201551, 62285623, 104665623]
[10106479, 70087705, 47329919, 126566423, 158179018, 72330446, 144392572, 215386034]
[102428331, 177733082, 77412540, 237012136, 96887188, 93105521, 59266880, 150232782]
[82212583, 193617759, 234025706, 191404075, 129081823, 119423574, 53778752, 226799577]
[211316160, 37095821, 218824995, 195689234, 140570499, 34767958, 35385481, 14314007]
[245186357, 179224212, 67875021, 188951933, 248882419, 89748732, 240574689, 101159857]
[152865647, 34304426, 142969536, 142498073, 1308617, 97329154, 74127149, 72372075]
[18782487, 180228062, 32306155, 8891987, 90798301, 83525893, 2923717, 65968877]
[205226715, 161852671, 133516433, 63536486, 139035748, 244146351, 82795769, 148702516]
[239554898, 102907710, 132452821, 124460660, 126077318, 58415226, 87739953, 213069439]
[205972194, 61946850, 217597649, 241053092, 63709074, 131080152, 119939482, 63778423]
[245186357, 179224212, 67875021, 188951933, 248882419, 148415863, 171001754, 132830439]
[28939697, 123364048, 231894319, 163193455, 5948702, 240481288, 154038587, 176846675]
[139255779, 10547589, 17697623, 184429220, 146187085, 111837316, 76270412, 87315568]
[121975721, 42062284, 93893883, 4420759, 46004189, 144780964, 248183294, 230729050]
[233262282, 231812234, 70075742, 146347049, 69813225, 132189716, 93035493, 83097198]
[245186357, 56476491, 21738255, 97185163, 70997893, 50646296, 133466523, 158130579]
[76832338, 137469819, 68844311, 205714096, 105005002, 222273104, 36608437, 248295329]
[111584673, 59739155, 89808464, 161531445, 244706660, 240730820, 192888270, 133467874]
[231488027, 32101784, 127865537, 154034083, 68103002, 244309041, 202762300, 28348078]
[28939697, 123364048, 231894319, 163193455, 5948702, 240481288, 229831928, 81238162]
[102428331, 177733082, 135289906, 68475443, 4374258, 6438929, 12372474, 109541942]
[76710225, 167739046, 165438592, 117465674, 153838766, 76998540, 30643800, 36842615]
[240973929, 83532539, 32527346, 120930986, 180608117, 196195426, 149197989, 19905623]
[108906837, 199773189, 190953520, 234574556, 44085690, 76957065, 147654481, 88147362]
[121690776, 115201947, 136745825, 178417372, 76493427, 231145039, 114150235, 183694605]
[205226715, 6410317, 156606069, 650760, 206162838, 197292787, 13187074, 241209467]
[28779114, 129128005, 90017851, 158852497, 100119253, 37860617, 114131041, 141085278]
[205972194, 86177255, 137657541, 216106120, 120372757, 139542613, 204891456, 231283243]
[139407978, 206633498, 130022095, 143396415, 120793968, 226417453, 200214569]
[205972194, 86177255, 137657541, 216106120, 120372757, 36816577, 68579925, 186841371]
[188932858, 122049085, 88071880, 148193554, 247541650, 25850219, 170610930, 75101920]
[239208748, 140345608, 11321520, 169990400, 29850833, 106466285, 222696948, 220161443]
[188932858, 115146698, 234256803, 209034558, 68471112, 9428764, 68565007, 198234177]
[139255779, 91820978, 191620793, 47012473, 225750785, 88967223, 239094009, 183658470]
[204318514, 96260484, 124198569, 82290644, 146804374, 45330786, 224123835, 176045243]
[245186357, 56476491, 70478236, 78035755, 170029284, 104693187, 76620218, 182319297]
[148907630, 143141347, 51124938, 61812059, 158106868, 224098540, 218925437, 238857804]
[49431804, 24092436, 92023561, 36526307, 201258008, 147443895, 47461940, 207120477]
[205972194, 86177255, 137657541, 78628145, 208263423, 155631495, 130681851, 130560473]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 469009, 86054647]
[240973929, 83097505, 11728468, 155886915, 16751023, 14658366, 181878037, 223137948]
[28939697, 83720688, 206122823, 229232565, 63268197, 197346838, 147264235, 122107125]
[112655291, 19209424, 201033010, 27220, 95715072, 207818257, 59204370, 184701816]
[119048721, 189256057, 153933443, 137317665, 111636474, 25313223, 146892500, 171203210]
[240973929, 83532539, 32527346, 120930986, 180608117, 78232121, 124526060, 175926427]
[233262282, 231812234, 70075742, 146347049, 69813225, 132189716, 93035493, 41841825]
[211510271, 200640855, 93455200, 97370272, 140706900, 37659594, 70820261, 202003214]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 87533445, 45340708]
[106261171, 126184161, 170418784, 140105318, 233056587, 120809932, 219278017, 209930296]
[205226715, 6410317, 156606069, 650760, 179008295, 13799803, 213017540, 220766691]
[32676012, 195138918, 93193866, 32903994, 59648710, 51128691, 153634538, 229259183]
[85998254, 248045083, 240040489, 241719342, 96081228, 135559687, 68458266, 7231668]
[231488027, 32101784, 127865537, 154034083, 68103002, 244309041, 202762300, 113327316]
[112655291, 19209424, 78637201, 3582407, 3968327, 29627680, 161197461, 1345900]
[139407978, 28655380, 221952859, 128925738, 170695932, 177876861, 163319636, 215112704]
[74329510, 124765354, 49009538, 121122981, 177632572, 243569056, 231648383, 63519788]
[240973929, 83097505, 11728468, 155886915, 16751023, 185433565, 36942480, 102083418]
[245186357, 33815929, 103613504, 131014127, 35749492, 108821263, 166378542, 198885672]
[74329510, 39112394, 143983921, 14633437, 31883744, 64678772, 138369111, 47592239]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 179953729, 203185947]
[121690776, 115201947, 136745825, 178417372, 107764572, 248009027, 99422354, 143543786]
[121975721, 42062284, 75194355, 13024942, 54895656, 169267710, 74755005, 92272963]
[139407978, 92142634, 167501510, 149029214, 75016614, 21263124, 24230527, 65067822]
[205972194, 86177255, 137657541, 146101519, 155170494, 56151626, 215029399, 61085129]
[213112826, 25516838, 152287638, 51081692, 208711471, 1648887, 156895520, 167232492]
[211510271, 46724623, 192930472, 208270295, 85754040, 52955785, 225646978, 15946310]
[121690776, 115201947, 67731008, 121337576, 183825714, 180024373, 176332181, 90755930]
[24231581, 15527440, 39151893, 25965014, 86236280, 128784748, 159966607, 108651403]
[245186357, 51214878, 45978248, 68718653, 53016227, 191344695, 144016071, 37913759]
[188932858, 122049085, 88071880, 148193554, 247541650, 132801562, 12265206, 154969616]
[245186357, 33815929, 81317813, 149728072, 110885945, 14809778, 12728812, 7367268]
[167539219, 192052900, 155852712, 6691973, 116591697, 207509037, 247521603, 136992567]
[112655291, 19209424, 78637201, 3582407, 43920116, 14868510, 171990735, 21742386]
[28939697, 123364048, 231894319, 154778647, 193962753, 143903710, 154606583, 135948450]
[32676012, 195138918, 178653906, 248285279, 227104177, 68561784, 97370335, 77052412]
[245186357, 51214878, 45978248, 68718653, 95501463, 18237359, 135937542, 247044871]
[205972194, 86177255, 137657541, 146101519, 33871342, 244227685, 5434914, 37861656]
[211316160, 37095821, 218824995, 2668282, 98029076, 44683273, 136416820, 185105141]
[195122300, 8092110, 93657706, 99431903, 106994832, 246536227, 206164695, 84421728]
[82212583, 193617759, 234025706, 141485732, 2507358, 21408970, 132033356, 62044982]
[139255779, 10547589, 17697623, 184429220, 146187085, 111837316, 50072834, 147985933]
[121975721, 42062284, 75194355, 13024942, 236893637, 88798694, 244436723, 180419280]
[169492383, 134805362, 204695085, 79691146, 204303251, 99743646, 141904935, 179459461]
[139407978, 92142634, 167501510, 243494623, 146599740, 247187873, 229470501, 245169888]
[240973929, 83532539, 32527346, 120930986, 180608117, 196195426, 136234596, 23223213]
[106261171, 126184161, 170418784, 140105318, 233056587, 120809932, 33142929, 208114007]
[205972194, 86177255, 137657541, 216106120, 180801689, 105694761, 228412029, 156718005]
[204923669, 50635880, 156536157, 126285967, 99210232, 42778964, 19312033, 187640608]
[102428331, 177733082, 77412540, 237012136, 96887188, 93105521, 59266880, 12803765]
[139407978, 13422933, 168235173, 210659469, 192447928, 54492826, 197149303, 40904115]
