[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 53317582]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082, 189751493, 133976437, 157289103]
[181938804, 60690532, 76340025, 20984795, 32429535, 61556459, 89896090, 128265699, 108882372, 79777277, 48221662]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 17440460, 194581933, 160127400, 106521550]
[28939697, 83720688, 206122823, 229232565, 63268197, 197346838, 202459749, 104582464, 71406444, 196513447, 22249623]
[239554898, 102907710, 132452821, 243389068, 172961109, 101671279, 37497841, 181706340, 3340152, 38461822, 101657862]
[205972194, 61946850, 32802042, 172129796, 159489605, 18105192, 190933999, 111842120, 143793525, 196501811, 221223097]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 16080446, 219879657, 149394358, 14803930]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 158137408, 185853241, 170928190, 169959800, 99011462]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 175338924, 24415578, 119690882, 190083026]
[245186357, 33815929, 81317813, 149728072, 110885945, 66745182, 71658269, 55212737, 223212350, 155788015, 7840065]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 59928092, 176817496, 182771517, 181142988, 51449679]
[121690776, 115201947, 67731008, 121337576, 223274438, 183726923, 25320061, 156975215, 141590880, 192725043, 20081957]
[204318514, 96260484, 124198569, 82290644, 146804374, 117498001, 230623437, 227354955, 41675615, 53304253, 46238041]
[204318514, 96260484, 124198569, 82290644, 227716861, 7485663, 234525365, 205575251, 21241506, 100193538, 24176296]
[213112826, 25516838, 152287638, 114775498, 49141311, 136289887, 91659920, 165233418, 15927, 54564350, 122336528]
[31297005, 54490622, 234779012, 62975425, 58718573, 113499629, 195360006, 206841180, 170155729, 8478220, 139245046]
[205972194, 61946850, 32802042, 172129796, 159489605, 18105192, 190933999, 162581151, 52655976, 149327231, 183603377]
[188932858, 115146698, 234256803, 209034558, 68471112, 79138923, 7178783, 197103336, 135376660, 87114805, 228508481]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 53476114, 147945084, 240919194, 68614674, 190762935]
[104573498, 192955018, 133710613, 172965008, 169947045, 16883916, 189015186, 157522179, 35580756, 119404950, 52997612]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 247006775, 143704503, 119983540, 23956521]
[121975721, 42062284, 19586029, 212970628, 190945423, 131867659, 172042741, 22253439, 170325973, 88492083, 190536160]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 74567286, 148320045, 238737842, 79995326]
[181938804, 60690532, 76340025, 20984795, 32429535, 61556459, 89896090, 128265699, 108882372, 79777277, 81807638]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 49100722, 24067438, 162784019, 82458878, 8259806]
[31297005, 54490622, 234779012, 62975425, 58718573, 113499629, 195360006, 206841180, 166735064, 96391314, 174932626]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 229178962, 40317626, 219591100, 120825633, 71918977]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082, 28180802, 50774729, 215530313]
[204318514, 96260484, 124198569, 82290644, 146804374, 117498001, 230623437, 227354955, 106793811, 73772712, 163691038]
[211804832, 138574305, 56455960, 132113199, 84950288, 6210488, 92587405, 52711189, 169061579, 37467722, 104651735]
[239208748, 140345608, 11321520, 169990400, 29850833, 106466285, 222696948, 140768682, 247942235, 106262866, 101190397]
[106261171, 44990710, 84180592, 123440078, 138510609, 86977167, 108918444, 7013481, 102754662, 204810898, 158545264]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 91394014, 154411516, 17782862, 57682529, 218235155]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 171007615, 108792446, 243791753, 82993211, 111651824]
[184452350, 117534910, 85483031, 226603022, 32217485, 41591867, 137499730, 152360760, 235789420, 22105281, 92255499]
[245186357, 51214878, 45978248, 68718653, 95501463, 13860663, 193348584, 213714104, 174580304, 184131488, 181087527]
[106261171, 44990710, 84180592, 123440078, 138510609, 109030444, 105139986, 214779171, 96199227, 105401216, 189408375]
[28939697, 123364048, 231894319, 163193455, 5948702, 240481288, 178695306, 169988923, 32617409, 65992004, 213207304]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 46008822, 117809432, 63544899, 78551396, 141152813]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 49100722, 24067438, 248715281, 27034875, 66483835]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 224546669, 234090443, 85023041, 53267809, 64935688]
[213112826, 25516838, 152287638, 114775498, 49141311, 165540066, 235599468, 127370199, 82911969, 39690247, 184475835]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 74567286, 202078619, 46548725, 157746039]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 67579479, 227460341, 119663526, 132687614, 164127333]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 188664524, 38191959, 46602060, 214251671]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 53476114, 32769569, 219863326, 30687515, 53149900]
[106261171, 44990710, 84180592, 123440078, 138510609, 86977167, 105846508, 90464343, 138945373, 88496621, 68296388]
[239554898, 102907710, 132452821, 243389068, 172961109, 101671279, 7693506, 225369397, 137604283, 47281959, 37909070]
[139407978, 92142634, 167501510, 243494623, 150667653, 182747962, 223775285, 34251910, 78460480, 160952552, 245377236]
[155906635, 180949973, 155674107, 155094970, 1014143, 154626397, 31248935, 4760621, 189825428, 135190088, 233746141]
[49431804, 239753856, 105078153, 54419308, 4649185, 233269283, 245677452, 60656835, 17572599, 4398086, 216186286]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 247006775, 143704503, 119623587, 192954594]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 87533445, 169524753, 202505992, 1618060, 36076090]
[74329510, 39112394, 1072059, 123327512, 144719941, 87757679, 20807531, 19024330, 109352361, 125038372, 42750565]
[239208748, 140345608, 11321520, 169990400, 128087118, 162335816, 126252266, 44732562, 45047041, 133753316, 244251416]
[188932858, 115146698, 234256803, 209034558, 68471112, 79138923, 7178783, 94130946, 132538053, 238405761, 166050791]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 122650058, 111042125, 49954228, 203268466]
[213112826, 25516838, 152287638, 224047741, 246519967, 225391265, 242039224, 222130721, 22403823, 223960819, 125614403]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 224546669, 110239994, 143929891, 34943727, 88514431]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 38381508, 38663895, 220050230, 234978642]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 87533445, 45340708, 33737261, 20545990, 214061955]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082, 74927640, 130040086, 245641443]
[211804832, 138574305, 94342188, 23325149, 239267654, 123812024, 64267331, 62871745, 126816952, 104178375, 228976661]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 91394014, 173379820, 215618061, 39504754, 43779255]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082, 28180802, 50774729, 202793296]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 74567286, 148320045, 238737842, 82605514]
[245186357, 104175749, 170891995, 212154307, 241205060, 104720484, 226653124, 224637245, 133588658, 21822976, 147226499]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 53476114, 147945084, 240919194, 90891367, 1014639]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 200110544, 209098589, 90629117, 174669638, 119599307]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 67579479, 227460341, 119663526, 16419502, 226201148]
[188932858, 115146698, 234256803, 209034558, 68471112, 79138923, 7178783, 197103336, 135376660, 4098253, 192238312]
[211804832, 138574305, 56455960, 132113199, 84950288, 6210488, 92587405, 52711189, 169061579, 37467722, 116149842]
[204318514, 96260484, 124198569, 82290644, 227716861, 7485663, 234525365, 66411308, 242216527, 130676828, 39600840]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 74567286, 148320045, 238737842, 241534771]
[204318514, 96260484, 124198569, 82290644, 146804374, 117498001, 230623437, 104779812, 144825428, 88943520, 201940867]
[139255779, 117323211, 86191772, 75266315, 45641319, 106496154, 147435348, 79772948, 125846411, 111113438, 65879051]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 53476114, 32769569, 219863326, 171261800, 14119224]
[82212583, 193617759, 234025706, 196862795, 8436367, 9518221, 175779267, 42693559, 67305802, 179946316, 113549470]
[204318514, 96260484, 124198569, 210335078, 110994899, 140183186, 228894695, 119021337, 175981713, 236917946, 50228648]
[28939697, 123364048, 231894319, 163193455, 5948702, 240481288, 229831928, 213290926, 207128305, 159743794, 215167547]
[116640107, 175919948, 230396891, 219625776, 144804450, 165707799, 74741956, 20124311, 32801137, 71980481, 237473724]
[245186357, 51214878, 45978248, 68718653, 95501463, 18237359, 135937542, 247044871, 131947429, 183587238, 161189258]
[213112826, 25516838, 152287638, 114775498, 49141311, 165540066, 235599468, 55737095, 180185749, 9429258, 222926765]
[213112826, 25516838, 152287638, 51081692, 208711471, 1648887, 101765623, 247578697, 238950461, 123203330, 235979301]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 188664524, 238068373, 88430083, 14294994]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 53476114, 32769569, 53460759, 191749275, 95558757]
[231488027, 32101784, 127865537, 154034083, 126137750, 220865562, 189830705, 81753196, 178855344, 9355756, 79975007]
[239554898, 102907710, 132452821, 124460660, 126077318, 58415226, 72881335, 85545194, 239685468, 22731931, 127619770]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 70956795, 123729853, 208592643, 210998075]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 229121187, 110537453, 100354476, 2074861, 216829447]
[104573498, 192955018, 133710613, 172965008, 169947045, 159579203, 92453613, 89160358, 71178388, 83863600, 61236604]
[104573498, 192955018, 133710613, 172965008, 169947045, 16883916, 189015186, 157522179, 35580756, 119404950, 36342903]
[245186357, 51214878, 45978248, 68718653, 95501463, 18237359, 135937542, 247044871, 77086580, 32187738, 27724452]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 200110544, 48319909, 138262145, 87315987, 19864909]
[213112826, 25516838, 8960197, 80019682, 200191357, 190700871, 135354013, 17276854, 27497367, 193975623, 248159431]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 7582571, 187773335, 53159555, 237636823, 193379990]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 87533445, 169524753, 202505992, 208533042, 248150670]
[205972194, 86177255, 137657541, 216106120, 155227982, 196603466, 100904977, 133761788, 20474463, 187949743, 41841947]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 150055429, 180033882, 9704823, 8040639]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 53476114, 28165960, 6905145, 236617707, 116062733]
[205972194, 86177255, 137657541, 146101519, 168690798, 230513638, 73131348, 81829076, 100068285, 98368195, 248603065]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 87677325, 160544840, 87173797, 139581282]
[104573498, 192955018, 133710613, 172965008, 169947045, 16883916, 66884890, 246980099, 126179373, 29907792, 121488061]
[205972194, 86177255, 137657541, 216106120, 120372757, 139542613, 234459856, 200819481, 54144565, 97612982, 188858582]
[245186357, 33815929, 103613504, 131702159, 184089050, 67876529, 102057550, 27142620, 114407569, 134458350, 246568312]
[205972194, 86177255, 137657541, 146101519, 155170494, 56151626, 128923372, 30103136, 133192022, 126471664, 240451923]
[189558414, 165918446, 240176469, 152623937, 7814976, 79398008, 65512537, 42732053, 97081474, 176415497, 203986780]
[10106479, 48368057, 101287106, 26137914, 30730800, 218454563, 96327479, 150176962, 52576111, 191345886, 175586011]
[131161949, 182719904, 31830738, 163263028, 89837460, 206520920, 162905630, 33049916, 119078405, 79188624, 39435234]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 88958559, 217174569, 117536569, 215119914, 206636454]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 88958559, 217174569, 208798388, 237548012, 89709654]
[245186357, 51214878, 45978248, 68718653, 95501463, 18237359, 135937542, 247044871, 122553906, 151640601, 76405396]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 130038044, 101597625, 72415734, 29057384, 110780977]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 128870494, 88085448, 24693992, 47638481]
[49431804, 246457812, 177362205, 102622165, 208510025, 71648331, 137283276, 16103419, 192782679, 245790434, 221458753]
[116640107, 175919948, 230396891, 219625776, 144804450, 165707799, 74741956, 20124311, 32801137, 126376242, 67180389]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082, 28180802, 152840345, 1651157]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 74567286, 202078619, 44331012, 56187719]
[24231581, 15527440, 143956946, 50145329, 193164284, 226417297, 40774170, 243789932, 107506230, 207621933, 216239464]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 91394014, 173379820, 215618061, 174449945, 159590293]
[245186357, 104175749, 170891995, 212154307, 241205060, 104720484, 226653124, 224637245, 7036637, 109437214, 192514899]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 50983616, 1575985, 79520642, 91064837]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 38381508, 133799115, 58799600, 9454665]
[205972194, 86177255, 137657541, 216106120, 180801689, 105694761, 228412029, 52095647, 71370143, 216495931, 171277050]
[213112826, 25516838, 8960197, 80019682, 108974184, 238793631, 148390383, 107277515, 34424590, 34589735, 161308722]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 469009, 173795057, 36838292, 36804284, 142664304]
[211510271, 46724623, 192930472, 208270295, 81120636, 83676351, 209989294, 237252523, 68752057, 128526042, 138496648]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 230827673, 9367157, 181631308, 202488409]
[167539219, 192052900, 155852712, 211348323, 132577636, 86947648, 130432837, 98348844, 107896376, 187557474, 208258526]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 219262589, 146648478, 112781455, 224197192]
[231488027, 32101784, 127865537, 162281022, 129922855, 14126142, 145105429, 94287860, 161419125, 152232697, 45537626]
[204318514, 96260484, 124198569, 210335078, 110994899, 140183186, 228894695, 119021337, 175981713, 155165121, 120140915]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 59928092, 176817496, 182771517, 166339787, 187725685]
[231488027, 32101784, 95034900, 50625588, 142167243, 75235721, 210152661, 234158295, 171010450, 126516019, 105049178]
[104573498, 192955018, 133710613, 172965008, 169947045, 16883916, 189015186, 157522179, 35580756, 119404950, 98867713]
[205226715, 161852671, 153828978, 10844735, 75121201, 44882691, 126452884, 144282804, 76812461, 176143182, 48655597]
[184452350, 117534910, 85483031, 226603022, 32217485, 41591867, 137499730, 152360760, 235789420, 127626411, 28842815]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 16080446, 219879657, 149394358, 120528636]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 214360453, 85928735, 228773370, 236007963, 246205427]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 67579479, 227460341, 170280266, 106398335, 150123007]
[150812197, 207907728, 45493282, 10744960, 70592574, 85420583, 79985699, 55556278, 92307040, 112982596, 38493]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 55762073, 228110018, 195325749, 215345706, 15906788]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 74567286, 148320045, 238737842, 86865945]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 49100722, 24067438, 162784019, 82458878, 54324749]
[121975721, 42062284, 93893883, 4420759, 46004189, 144780964, 248183294, 230729050, 199890091, 208025959, 183636822]
[121975721, 42062284, 19586029, 212970628, 190945423, 131867659, 172042741, 178470854, 6688706, 213626005, 199156087]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 124801332, 177134352, 157082608, 46293738, 16615438]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 70956795, 184095637, 168636572, 58230118]
[205972194, 61946850, 217597649, 241053092, 63709074, 131080152, 224675483, 232435134, 84733697, 7342715, 236407944]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 111214862, 205069145, 140552480, 235835098, 126570630]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 53476114, 147945084, 240919194, 68614674, 208730399]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 38381508, 38663895, 227842205, 179951357]
[188932858, 200934080, 97777798, 41131871, 177611026, 170615717, 80287989, 21170640, 86476587, 142165829, 63772937]
[106261171, 44990710, 84180592, 123440078, 138510609, 86977167, 108918444, 154227754, 78050146, 194519317, 130613694]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 138787811, 38879424, 145229954, 64773480, 166662145]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 200110544, 209098589, 90629117, 174669638, 191959175]
[188932858, 200934080, 97777798, 41131871, 177611026, 170615717, 80287989, 21170640, 86476587, 142165829, 10011764]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 70956795, 200785400, 174888067, 235989669]
[205972194, 86177255, 137657541, 216106120, 180801689, 105694761, 228412029, 52095647, 193425095, 14872436, 15967344]
[139255779, 117323211, 86191772, 224651056, 132371457, 206053611, 134787231, 104178506, 139898544, 65700594, 67405449]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 122650058, 111042125, 49954228, 21329127]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 64747241, 223087299, 560069, 53382683, 163885488]
[121975721, 42062284, 93893883, 4420759, 46004189, 144780964, 248183294, 51373662, 243233704, 57291760, 204062566]
[211510271, 200640855, 93455200, 97370272, 140706900, 37659594, 143885862, 38230859, 144805320, 90036285, 15448962]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 49100722, 24067438, 248715281, 163937723, 4918221]
[205972194, 86177255, 137657541, 146101519, 168690798, 230513638, 73131348, 81829076, 100068285, 98368195, 62509657]
[108906837, 199773189, 71402764, 29015971, 82406962, 227606238, 134560117, 236846284, 69303412, 212055907, 5749089]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 55762073, 228110018, 179689413, 179996932, 104918329]
[245186357, 104175749, 170891995, 212154307, 241205060, 104720484, 226653124, 224637245, 133588658, 21822976, 189049581]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 49100722, 187503507, 51812891, 122250471, 9566130]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 58611580, 174704100, 210709699, 107228847]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 87677325, 160544840, 131983532, 26527827]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082, 189751493, 133976437, 199275432]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 87533445, 45340708, 33737261, 239512810, 80527639]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 124288747, 12178467, 158484909, 3270778, 13410701]
[245186357, 51214878, 45978248, 68718653, 95501463, 18237359, 135937542, 247044871, 52542079, 210774849, 192783439]
[148907630, 143141347, 51124938, 61812059, 158106868, 224098540, 233228706, 19953357, 239693843, 155813951, 201904259]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 87533445, 169524753, 217532164, 81560086, 128373220]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 70956795, 184095637, 168636572, 166574743]
[139407978, 92142634, 167501510, 243494623, 150667653, 182747962, 223775285, 201648932, 142821962, 87274608, 22061394]
[139255779, 117323211, 86191772, 75266315, 45641319, 106496154, 147435348, 79772948, 46787932, 83536138, 144941426]
[233481409, 223580591, 100428466, 57734446, 50678619, 190500748, 144487570, 72548255, 232398159, 229162618, 178481398]
[22619776, 15424767, 102941135, 61285663, 212578573, 69785594, 107624303, 145815643, 57956885, 147267965, 188012]
[245186357, 51214878, 45978248, 68718653, 95501463, 18237359, 135937542, 247044871, 131947429, 206767533, 59695965]
[22619776, 15424767, 102941135, 61285663, 96312587, 111443785, 183774674, 126124716, 82729565, 141219471, 145753641]
[188932858, 200934080, 97777798, 41131871, 177611026, 170615717, 80287989, 86883847, 198350019, 31875504, 23707170]
[141361673, 162202163, 65247730, 57642163, 16303502, 159451693, 8816569, 207797556, 234476596, 40357212, 28109878]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 7582571, 187773335, 53159555, 13977807, 166495066]
[150812197, 207907728, 45493282, 10744960, 219846231, 214341924, 211571494, 186116416, 15462143, 64701599, 213693656]
[189558414, 165918446, 240176469, 152623937, 7814976, 79398008, 65512537, 42732053, 97081474, 176415497, 155443200]
[245186357, 179224212, 67875021, 188951933, 2108929, 34376195, 196683164, 109948054, 230079658, 43440709, 92415760]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 200110544, 136885296, 625320, 36155818, 14269715]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 175338924, 24415578, 119690882, 201409317]
[213112826, 25516838, 152287638, 51081692, 208711471, 1648887, 101765623, 247578697, 238950461, 123203330, 188714170]
[139407978, 206633498, 150172527, 103425566, 134660567, 177832293, 60005961, 141171955, 24628153, 107297626]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 7582571, 187773335, 241229521, 78272579, 52869610]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 129805433, 14985094, 88594030, 195470679, 30726507]
[111584673, 59739155, 89808464, 161531445, 244706660, 240730820, 192888270, 11032611, 167230365, 73053962, 81385698]
[104573498, 192955018, 133710613, 172965008, 169947045, 159579203, 92453613, 89160358, 27309789, 57509206, 119179663]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082, 28180802, 152840345, 69770585]
[239208748, 140345608, 11321520, 114795487, 98869557, 20525157, 172875608, 229310365, 67749413, 139984258, 50742069]
[204318514, 96260484, 124198569, 82290644, 146804374, 117498001, 230623437, 227354955, 46880482, 81859246, 168678136]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 175338924, 42237979, 225088101, 66865143]
[150812197, 207907728, 45493282, 10744960, 219846231, 214341924, 211571494, 186116416, 15462143, 83141565, 209123400]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 93393267, 240551854, 47304416, 188090450, 117929301]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 469009, 173795057, 36838292, 60263548, 1124744]
[28939697, 114464836, 89076961, 35693389, 237194139, 23466909, 123756118, 205628168, 39143856, 176487565, 176672908]
[28939697, 83720688, 206122823, 229232565, 190821053, 123352247, 211311800, 220172117, 170027306, 6356222, 248831570]
[121690776, 115201947, 136745825, 178417372, 97627083, 63008345, 11065761, 171093177, 30900857, 110166070, 168344265]
[141361673, 162202163, 65247730, 57642163, 16303502, 159451693, 8816569, 207797556, 234476596, 75182700, 93335357]
[213112826, 25516838, 152287638, 51081692, 208711471, 1648887, 101765623, 247578697, 100001522, 232602397, 211005233]
[213112826, 25516838, 8960197, 80019682, 200191357, 190700871, 135354013, 17276854, 27497367, 193975623, 53113895]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 174986052, 136553142, 115464069, 204141609, 84322732]
[141361673, 162202163, 65247730, 57642163, 16303502, 159451693, 8816569, 211782175, 196044972, 171177277, 118619603]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 128900803, 113263299, 56216176, 143420217, 31581370]
[28939697, 83720688, 206122823, 229232565, 63268197, 197346838, 147264235, 122107125, 246940402, 231200432, 191751060]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 37216390, 239476207, 182440305, 86525136, 16240481]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 169473030, 76379930, 11365266, 38762049]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082, 189751493, 133976437, 218456723]
[152865647, 34304426, 62534149, 180961701, 202283163, 235692508, 75635935, 25175159, 59364606, 106894921, 36210519]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 219262589, 47407452, 2226359, 226792952]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 122650058, 164579623, 139067854, 38505965]
[27154418, 2070364, 154566045, 21988525, 243869587, 149193960, 58561230, 74659683, 80913125, 241979854, 102559112]
[167539219, 192052900, 155852712, 211348323, 132577636, 86947648, 189765099, 220191342, 165952747, 21816608, 175668247]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 100776572, 45417940, 184713850, 54891809, 166723912]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082, 190981949, 51118178, 103246245]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 224546669, 234090443, 85023041, 14977863, 189105324]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082, 248493198, 120533334, 169440433]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 231092366, 96210487, 49959230, 25679801, 51011205]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 88958559, 219613439, 12424445, 114992245, 212914089]
[231488027, 32101784, 127865537, 162281022, 129922855, 14126142, 145105429, 94287860, 161419125, 152232697, 204957641]
[60417925, 159601639, 183311976, 179543640, 195441151, 208024229, 11338455, 110705865, 211925677, 118810645, 91750520]
[141361673, 162202163, 65247730, 57642163, 16303502, 159451693, 8816569, 207797556, 234476596, 40357212, 108801407]
[28939697, 123364048, 231894319, 154778647, 193962753, 143903710, 31086791, 33867085, 133351558, 148245356, 248780705]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 111214862, 205069145, 156412364, 168907554, 21798714]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 87533445, 45340708, 33737261, 239512810, 89757465]
[104573498, 192955018, 133710613, 172965008, 169947045, 159579203, 92453613, 89160358, 27309789, 57509206, 87312434]
[27154418, 153048969, 91021117, 108280964, 181681407, 227979769, 145502670, 220750386, 159957648, 125274696, 163248466]
[112655291, 19209424, 128847631, 39081452, 6726870, 216748752, 80786264, 24587528, 38825485, 86036808, 195376646]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 67579479, 234618925, 184946354, 148430955, 35457726]
[184452350, 117534910, 85483031, 226603022, 32217485, 41591867, 137499730, 152360760, 235789420, 127626411, 177641458]
[139407978, 92142634, 167501510, 243494623, 150667653, 182747962, 223775285, 201648932, 13794699, 3971823, 9639245]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 169473030, 43676744, 151340825, 136752275]
[24231581, 15527440, 143956946, 50145329, 193164284, 226417297, 40774170, 243789932, 107506230, 207621933, 167757473]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 200110544, 209098589, 90629117, 174669638, 158392386]
[141361673, 162202163, 65247730, 57642163, 16303502, 159451693, 8816569, 207797556, 234476596, 190165732, 83567553]
[116640107, 175919948, 230396891, 219625776, 144804450, 165707799, 74741956, 20124311, 32801137, 126376242, 133164920]
[231488027, 32101784, 127865537, 154034083, 149148096, 67900545, 48326258, 184043259, 39162027, 8034924, 137788633]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 46540, 109271461, 162945242, 78140219]
